name,lat,long,region,address 1,address 2,address 3,county
Tir Na Nog,53.3990504,-7.7407038,Ireland,INDREABHÁN,GALWAY,,CO. GALWAY
Tir Na Nog,53.3990504,-7.7407038,Ireland,DUBLIN ROAD,TUAM,,CO. GALWAY
Tir Na Nog,53.3990504,-7.7407038,Ireland,5-8 PARK STREET,MONAGHAN,,CO. MONAGHAN
Sean's Bar,53.4226598,-7.9423362,Ireland,MUCKNO STREET,CASTLEBLAYNEY,,CO. MONAGHAN
Druids Chair,53.525976,-7.3388871,Ireland,8 PEARSE STREET,MULLINGAR,,CO. WESTMEATH
The Granite Bar,53.3448721,-6.2648165,Ireland,RAHARNEY,,,CO. WESTMEATH
Bartley's Bar,53.6359685,-7.1646267,Ireland,DRUMCREE,COLLINSTOWN,,CO. WESTMEATH
Comiskey,53.6794443,-7.2987792,Ireland,THE SQUARE,CASTLEPOLLARD,,CO. WESTMEATH
Paddy Ryan's Pub,53.3925217,-7.5814905,Ireland,LISTERLIN,TULLOGHER,,CO. KILKENNY
Bar 29,53.5244126,-7.3457741,Ireland,29 DOMINICK STREET,MULLINGAR,,CO. WESTMEATH
The Bridge Bar,53.5259286,-7.3341351,Ireland,BRIDGE END,RAMELTON,,CO. DONEGAL
The Bridge Bar,53.5259286,-7.3341351,Ireland,MAIN STREET,BUNDORAN,,CO. DONEGAL
The Bridge Bar,53.5259286,-7.3341351,Ireland,BRIDGE STREET,DUNMORE,,CO. GALWAY
The Bridge Bar,53.5259286,-7.3341351,Ireland,SHOP STREET,TUAM,,CO. GALWAY
The Bridge Bar,53.5259286,-7.3341351,Ireland,PORTMAGEE,KILLARNEY,,CO. KERRY
The Bridge Bar,53.5259286,-7.3341351,Ireland,RATHBEG,RATHMORE,,CO. KERRY
The Bridge Bar,53.5259286,-7.3341351,Ireland,BRIDGE STREET,RATHANGAN,,CO. KILDARE
The Bridge Bar,53.5259286,-7.3341351,Ireland,BELLVIEW ROAD,MULLINGAR,,CO. WESTMEATH
The Bridge Bar,53.5259286,-7.3341351,Ireland,GOREY BRIDGE,GOREY,,CO. WEXFORD
The Stile,53.7450832,-9.2983712,Ireland,NAVANGATE,TRIM,,CO. MEATH
The Stile,53.7450832,-9.2983712,Ireland,BALLINTUBBER,ROSEMOUNT,MOATE,CO. WESTMEATH
The Chambers,53.524307,-7.340948,Ireland,44 MOUNT STREET,MULLINGAR,,CO. WESTMEATH
Meehans,53.5259334,-7.3381378,Ireland,COOLE,MULLINGAR,,CO. WESTMEATH
Potters Bar,53.422273,-7.932359,Ireland,MILL STREET,PETTIGO,,CO. DONEGAL
Hook Reilly's,53.4280559,-7.9588265,Ireland,BOGGANFIN,ATHLONE,,CO. WESTMEATH
Ned Claffeys,53.4462801,-7.4876069,Ireland,CASTLETOWNGEOGHEGAN,,,CO. WESTMEATH
Egans Bar,53.3959283,-7.7217311,Ireland,CASHLA,ATHENRY,,CO. GALWAY
Egans Bar,53.3959283,-7.7217311,Ireland,MOUNT TEMPLE,MOATE,,CO. WESTMEATH
Egans Bar,53.3959283,-7.7217311,Ireland,MAIN STREET,MOATE,,CO. WESTMEATH
The Halfway House,53.5248211,-7.3437954,Ireland,TIEVEBANE,BURNFOOT,LIFFORD,CO. DONEGAL
The Halfway House,53.5248211,-7.3437954,Ireland,NAVAN ROAD,ASHTOWN ( AND EXTENSIONS ATTACHED AND ADJOINING THERETO),,CO. DUBLIN
The Halfway House,53.5248211,-7.3437954,Ireland,40 OLIVER PLUNKETT STREET,MULLINGAR,,CO. WESTMEATH
The Halfway House,53.5248211,-7.3437954,Ireland,BALLYCOGLEY,,,CO. WEXFORD
The Halfway House,53.5248211,-7.3437954,Ireland,LONGMILE ROAD AND PREMISES ATTACHED,WALKINSTOWN,,DUBLIN CITY
Weirs Bar,53.6245997,-7.3907332,Ireland,MAIN STREET,MULTYFARNHAM,,CO. WESTMEATH
Claffey's,53.3889615,-7.3773447,Ireland,TYRELLSPASS,,,CO. WESTMEATH
Bagnall's,53.4146417,-7.2996835,Ireland,MAIN STREET,ROCHFORTBRIDGE,,CO. WESTMEATH
Peadar's Bar,53.3950275,-7.7184195,Ireland,MAIN STREET,MOATE,,CO. WESTMEATH
The Green Olive,53.4308049,-7.9280962,Ireland,BALLYMAHON ROAD,ATHLONE,,CO. WESTMEATH
Abbey House,53.680429,-7.2267364,Ireland,CLIMBER HALL,KELLS,,CO. MEATH
Abbey House,53.680429,-7.2267364,Ireland,FORE,CASTLEPOLLARD,,CO. WESTMEATH
Viva,53.4232359,-7.9373956,Ireland,9 DUBLINGATE STREET,ATHLONE,,CO. WESTMEATH
The Three Jolly Pigeons,53.5137552,-7.8231115,Ireland,BAWN,THE PIGEONS,,CO. WESTMEATH
The Bodhran,53.4064475,-7.464873,Ireland,84 BRIDGE STREET,DUNDALK,,CO. LOUTH
The Bounty,53.434825,-7.9240985,Ireland,TWO MILE ROAD,CLONBRUSK,ATHLONE,CO. WESTMEATH
The Town And Country,53.6799203,-7.2986064,Ireland,THE SQUARE,CASTLEPOLLARD,,CO. WESTMEATH
The Coosan Tavern,53.4315584,-7.9373992,Ireland,ARCHADIA,ATHLONE,,CO. WESTMEATH
Dolans Lounge,53.5247228,-7.3445399,Ireland,DOMINICK STREET,MULLINGAR,,CO. WESTMEATH
Greville Arms Hotel,53.5255923,-7.3408156,Ireland,PEARSE STREET,MULLINGAR,,CO. WESTMEATH
The Shack,53.4187966,-7.9161191,Ireland,BONAVALLEY,LOUGHANDUNNING,ATHLONE,CO. WESTMEATH
The Village Pub,53.663834,-7.0159688,Ireland,WALTERSTOWN,NURNEY,,CO. KILDARE
The Village Pub,53.663834,-7.0159688,Ireland,ARDMORE,YOUGHAL,,CO. WATERFORD
The Village Pub,53.663834,-7.0159688,Ireland,MAIN STREET,CLONMELLON,,CO. WESTMEATH
The Village Pub,53.663834,-7.0159688,Ireland,MAIN STREET,FERNS,,CO. WEXFORD
The Grove,53.4242892,-7.9626357,Ireland,TOLERTON,BALLICKMOYLER,,CO. CARLOW
The Grove,53.4242892,-7.9626357,Ireland,ROSLEVAN,TULLA ROAD,ENNIS,CO. CLARE
The Grove,53.4242892,-7.9626357,Ireland,MAIN STREET,DUNLEER,,CO. LOUTH
Seerys,53.4233065,-7.9440865,Ireland,BARRACK STREET,ATHLONE,,CO. WESTMEATH
The Fiddlers,53.4218696,-7.9445003,Ireland,3 O'CONNELL STREET,ATHLONE,,CO. WESTMEATH
Byrnes Public House,53.4539746,-7.0983608,Ireland,MAIN STREET,KINNEGAD,,CO. WESTMEATH
Grogan's Public House,53.470626,-7.863811,Ireland,GLASSON,ATHLONE,,CO. WESTMEATH
Vincents,53.3962604,-7.7248777,Ireland,CHURCH STREET,MOATE,,CO. WESTMEATH
The Villager,53.4709605,-7.8641831,Ireland,GLASSON,ATHLONE,,CO. WESTMEATH
Bo Allens,53.3951196,-7.71935,Ireland,MAIN STREET,MOATE,,CO. WESTMEATH
Walsh's Bar,53.4224257,-7.9489805,Ireland,CREE,KILRUSH,,CO. CLARE
Walsh's Bar,53.4224257,-7.9489805,Ireland,70/72 CONNAUGHT STREET,ATHLONE,,CO. WESTMEATH
The Connaught Lounge,53.4219809,-7.9474029,Ireland,42 CONNAUGHT STREET,ATHLONE,,CO. WESTMEATH
The Gingerman Bar,52.2605993,-7.1113398,Ireland,GROUND FLOOR,6/7 ARUNDEL LANE,WATERFORD,CO. WATERFORD
The Toby Jug,52.147188,-7.850884,Ireland,MAIN STREET,CAPPOQUIN,,CO. WATERFORD
The American Bar,52.2608471,-7.106489,Ireland,KILRONAN,ARAN,,CO. GALWAY
The American Bar,52.2608471,-7.106489,Ireland,123 THE QUAY,WATERFORD,,CO. WATERFORD
Lismore Wine Vaults,52.1366914,-7.933731,Ireland,WEST STREET,LISMORE,,CO. WATERFORD
Luke Mccarthy's,52.0939114,-8.0069825,Ireland,CONVENT STREET,TALLOW,,CO. WATERFORD
Twomey's Snug Bar,52.2396938,-6.974395,Ireland,PASSAGE EAST,,,CO. WATERFORD
The Tap Room,52.2598764,-7.1155035,Ireland,56 BALLYBRICKEN/63 MAYOR'S WALK,AND 1ST FLOOR 62 MAYOR'S WALK,WATERFORD,CO. WATERFORD
Paddy Foley's Bar,52.0898299,-7.6204101,Ireland,12 GRATTAN SQUARE,DUNGARVAN,,CO. WATERFORD
The Park Inn,52.260066,-7.105088,Ireland,11 O'LOUGHLIN ROAD,KILKENNY,,CO. KILKENNY
The Exchange Bar,52.2602263,-7.1163142,Ireland,1 BALLYBRICKEN,WATERFORD,,CO. WATERFORD
Murph's Bar,52.1600403,-7.1508397,Ireland,STRAND STREET,TRAMORE,,CO. WATERFORD
Dowers Bar,52.1441892,-7.0562831,Ireland,BALLYMACAW,DUNMORE EAST,,CO. WATERFORD
Foleys On The Mall,52.1382982,-7.9297518,Ireland,MAIN STREET,LISMORE,,CO. WATERFORD
The Ballyvera,52.1899715,-8.0037402,Ireland,KNOCKANISKA EAST,LISMORE,,CO. WATERFORD
O'connor's Bar,52.092342,-7.6151084,Ireland,THE SQUARE,KENMARE,,CO. KERRY
The Local,25.9850248,-80.1791336,Ireland,18 MILITARY ROAD,CORK,,CO. CORK
The Local,25.9850248,-80.1791336,Ireland,GLANTANE,MALLOW,,CO. CORK
The Local,25.9850248,-80.1791336,Ireland,MAIN STREET,DOON,,CO. LIMERICK
The Local,25.9850248,-80.1791336,Ireland,10 GRATTAN SQUARE,DUNGARVAN,,CO. WATERFORD
Becketts,52.2363889,-7.0594444,Ireland,DUNMORE ROAD,WATERFORD,,CO. WATERFORD
Tommy Powers,52.089614,-7.6204363,Ireland,7 AND 8 GRATTAN SQUARE,DUNGARVAN,,CO. WATERFORD
R. Robinson,52.163038,-7.1536501,Ireland,MAIN STREET,TRAMORE,,CO. WATERFORD
Forum Waterford,52.2611694,-7.1194383,Ireland,THE GLEN,WATERFORD,,CO. WATERFORD
The Rising Sun,51.7763252,-8.5689811,Ireland,MULLINAVAT,,,CO. KILKENNY
The Rising Sun,51.7763252,-8.5689811,Ireland,17 DUBLIN STREET,,,CO. LONGFORD
Cove Bar,52.2477001,-7.0845783,Ireland,DUNMORE ROAD,WATERFORD,,CO. WATERFORD
Crotty's Inn,52.1683402,-7.5195837,Ireland,LEAMYBRIEN,KILROSSANTY,,CO. WATERFORD
The Central Bar,52.1469399,-7.8496072,Ireland,KNOCKNAGREE,MALLOW,,CO. CORK
The Central Bar,52.1469399,-7.8496072,Ireland,40 MAIN STREET,CASTLEISLAND,,CO. KERRY
The Central Bar,52.1469399,-7.8496072,Ireland,BRIDGE STREET,NEWCASTLEWEST,,CO. LIMERICK
The Central Bar,52.1469399,-7.8496072,Ireland,10 CLANBRASSIL STREET,DUNDALK,,CO. LOUTH
The Central Bar,52.1469399,-7.8496072,Ireland,MARKET SQUARE,ROSCOMMON,,CO. ROSCOMMON
The Tudor House,52.0885481,-7.6211797,Ireland,15 MARY'S STREET,DUNGARVAN,,CO. WATERFORD
The Enterprise Bar,52.089632,-7.6214569,Ireland,26 GRATTAN SQUARE,DUNGARVAN,,CO. WATERFORD
Lenihan's,52.2054897,-7.4267652,Ireland,PARKEENAGLOUGH,KILMACTHOMAS,,CO. WATERFORD
The Railway Bar,52.14626,-7.8499417,Ireland,DIAMOND,BELTURBET,,CO. CAVAN
The Railway Bar,52.14626,-7.8499417,Ireland,DUNKEREEN,UPTON,,CO. CORK
The Railway Bar,52.14626,-7.8499417,Ireland,RAILWAY ROAD,BUNDORAN,,CO. DONEGAL
The Railway Bar,52.14626,-7.8499417,Ireland,MAIN STREET,BALLYBUNION,,CO. KERRY
The Railway Bar,52.14626,-7.8499417,Ireland,EYRE STREET,NEWBRIDGE,,CO. KILDARE
The Railway Bar,52.14626,-7.8499417,Ireland,COOLDETERRY,"RAILWAY ROAD, PORTARLINGTON",,CO. LAOIS
The Railway Bar,52.14626,-7.8499417,Ireland,MAIN STREET,BRUREE,,CO. LIMERICK
The Railway Bar,52.14626,-7.8499417,Ireland,"KNOCKBRACK, ABBEYFEALE, CO LIMERICK",ABBEYFEALE,,CO. LIMERICK
The Railway Bar,52.14626,-7.8499417,Ireland,EARL STREET,LONGFORD,,CO. LONGFORD
The Railway Bar,52.14626,-7.8499417,Ireland,MAIN STREET,DUNLEER,,CO. LOUTH
The Railway Bar,52.14626,-7.8499417,Ireland,5 RAILWAY STREET,NAVAN,,CO. MEATH
The Railway Bar,52.14626,-7.8499417,Ireland,PATRICK STREET,CASTLEREA,,CO. ROSCOMMON
The Railway Bar,52.14626,-7.8499417,Ireland,LORD EDWARD STREET,SLIGO,,CO. SLIGO
The Railway Bar,52.14626,-7.8499417,Ireland,MILL STREET,CAPPOQUIN,,CO. WATERFORD
The Saratoga Bar,52.201615,-6.978731,Ireland,WOODSTOWN,,,CO. WATERFORD
M. And A. Heffernan,52.2383351,-7.1137612,Ireland,KILCOHAN SHOPPING CENTRE,KILCOHAN,WATERFORD,CO. WATERFORD
Faithlegg Golf Resort,52.2589829,-7.0245753,Ireland,FAITHLEGG,,,CO. WATERFORD
Geoffs,52.2581103,-7.1119105,Ireland,9 JOHN STREET,WATERFORD,,CO. WATERFORD
Lombards Bar,51.9816892,-7.8981668,Ireland,O'NEILL CROWLEY QUAY,FERMOY,,CO. CORK
Lombards Bar,51.9816892,-7.8981668,Ireland,NEWTOWN,YOUGHAL,,CO. WATERFORD
Haughtons,52.2274662,-7.323551,Ireland,ROSS,KILMEADEN,,CO. WATERFORD
Goldcoast Golf Hotel,52.0855548,-7.5700122,Ireland,BALLINACOURTY,DUNGARVAN,,CO. WATERFORD
Downes Bar,52.2623187,-7.1174549,Ireland,10 THOMAS STREET,WATERFORD,,CO. WATERFORD
The Castle Lodge,52.1380644,-7.9308864,Ireland,MAIN STREET,LISMORE,,CO. WATERFORD
The Marine Bar,52.041345,-7.659723,Ireland,WEST END,BUNDORAN,,CO. DONEGAL
The Marine Bar,52.041345,-7.659723,Ireland,PULLA,RING,,CO. WATERFORD
Holy Cross Bar And Restaurant,52.2384987,-7.17883,Ireland,BUTLERSTOWN,WATERFORD,,CO. WATERFORD
Bridge House Bar,53.2747009,-7.493277,Ireland,BALLYDAHEEN,MALLOW,,CO. CORK
Bridge House Bar,53.2747009,-7.493277,Ireland,FOUREMILEWATER,BALLYMACARBRY,CLONMEL,CO. WATERFORD
Devonshire Arms,52.0926841,-8.0069923,Ireland,BARRACK STREET,TALLOW,,CO. WATERFORD
O'neills Bar,52.163149,-7.153903,Ireland,MILL ROAD,MIDLETON,,CO. CORK
O'neills Bar,52.163149,-7.153903,Ireland,13 EAST END,CAHERCIVEEN,,CO. KERRY
O'neills Bar,52.163149,-7.153903,Ireland,THE MALL,SLIGO,,CO. SLIGO
The Moorings,52.0895916,-7.6170672,Ireland,KILFAUGHNA,KNOCKVICAR,BOYLE,CO. ROSCOMMON
The Moorings,52.0895916,-7.6170672,Ireland,DAVITT'S QUAY,DUNGARVAN,,CO. WATERFORD
Connolly's Bar,52.162378,-7.152657,Ireland,6 MAIN STREET,TRAMORE,,CO. WATERFORD
Clancys,52.347611,-7.411117,Ireland,CLONEA POWER,CARRICK-ON-SUIR,,CO. WATERFORD
The Bally Inn,52.2054897,-7.4267652,Ireland,BALLYLANEEN,CARRIGCASTLE,KILMACTHOMAS,CO. WATERFORD
Kereen Bar,52.0715072,-7.8222696,Ireland,KEREEN,AGLISH,CAPPOQUIN,CO. WATERFORD
The Hibernian Hotel,52.159527,-7.15009,Ireland,"33 PATRICK STREET,1 ORMONDE STREET",KILKENNY,,CO. KILKENNY
Whelan's,52.2054897,-7.4267652,Ireland,STRADBALLY,KILMACTHOMAS,,CO. WATERFORD
The Old Still,52.0086224,-7.8187593,Ireland,DISTILLERY HOUSE,BANDON,,CO. CORK
The Old Still,52.0086224,-7.8187593,Ireland,CLASHMORE,YOUGHAL,,CO. WATERFORD
Micilins,52.1770088,-7.5463656,Ireland,BOOLATTIN,KILROSSANTY,,CO. WATERFORD
Lyons Bar,52.283337,-7.0678725,Ireland,SCARTAGLIN,FARRANFORE,,CO. KERRY
Lyons Bar,52.283337,-7.0678725,Ireland,SLIEVERUE,WATERFORD,,CO. KILKENNY
Lyons Bar,52.283337,-7.0678725,Ireland,ROUNDFORT,HOLLYMOUNT,,CO. MAYO
The Welcome Inn,53.1423672,-7.6920536,Ireland,CROOKHAVEN,SKIBBEREEN,,CO. CORK
The Welcome Inn,53.1423672,-7.6920536,Ireland,1 O'RAHILLY STREET,COBH,,CO. CORK
The Welcome Inn,53.1423672,-7.6920536,Ireland,24 PARNELL PLACE,CORK,,CO. CORK
The Welcome Inn,53.1423672,-7.6920536,Ireland,8 MARKET SQUARE,PORTLAOISE,,CO. LAOIS
The Welcome Inn,53.1423672,-7.6920536,Ireland,CARRICKNABRAC,DRUMSHANBO,,CO. LEITRIM
The Welcome Inn,53.1423672,-7.6920536,Ireland,MITCHELSTOWNDOWN EAST,KNOCKLONG,KILMALLOCK,CO. LIMERICK
The Welcome Inn,53.1423672,-7.6920536,Ireland,THE WELCOME INN,BOHERWILLIAM,CAPPAGH,CO. WATERFORD
Katty Barry's,52.2596061,-7.1058225,Ireland,2 MALL LANE,WATERFORD,,CO. WATERFORD
Dooley's Hotel,52.2628329,-7.115629,Ireland,30/33 AND 32A THE QUAY,WATERFORD,,CO. WATERFORD
Carrolls Cross Inn,52.2260203,-7.3421603,Ireland,BALLYSHUNNOCK,KILMACTHOMAS,,CO. WATERFORD
The Lady Belle,52.089933,-7.6202425,Ireland,13 GRATTAN SQUARE,DUNGARVAN,,CO. WATERFORD
The Mansion House,52.2544174,-7.109083,Ireland,39 JOHNSTOWN,WATERFORD,,CO. WATERFORD
Walsh's Mill House,52.6474361,-8.4200559,Ireland,FARNANE,CAPPAGH,,CO. WATERFORD
Grattan Bar,52.2639816,-7.1190716,Ireland,1/2 BRIDGE STREET,WATERFORD,,CO. WATERFORD
Martin Quelly,52.0936763,-7.6203627,Ireland,BOHADOON,DUNGARVAN,,CO. WATERFORD
The Yellow House,52.2463286,-7.1431715,Ireland,CORK ROAD,WATERFORD,,CO. WATERFORD
The Halfway House,52.2346969,-7.7196061,Ireland,TIEVEBANE,BURNFOOT,LIFFORD,CO. DONEGAL
The Halfway House,52.2346969,-7.7196061,Ireland,NAVAN ROAD,ASHTOWN ( AND EXTENSIONS ATTACHED AND ADJOINING THERETO),,CO. DUBLIN
The Halfway House,52.2346969,-7.7196061,Ireland,40 OLIVER PLUNKETT STREET,MULLINGAR,,CO. WESTMEATH
The Halfway House,52.2346969,-7.7196061,Ireland,BALLYCOGLEY,,,CO. WEXFORD
The Halfway House,52.2346969,-7.7196061,Ireland,LONGMILE ROAD AND PREMISES ATTACHED,WALKINSTOWN,,DUBLIN CITY
M. Kennedy,52.2083263,-7.0480566,Ireland,CALLAGHANE,,,CO. WATERFORD
The Village Inn,52.0920608,-7.6158861,Ireland,DOWRA,,,CO. CAVAN
The Village Inn,52.0920608,-7.6158861,Ireland,15 NEWTOWN,COBH,,CO. CORK
The Village Inn,52.0920608,-7.6158861,Ireland,ARDGROOM,CASTLETOWNBERE,,CO. CORK
The Village Inn,52.0920608,-7.6158861,Ireland,MAIN STREET,KILWORTH,,CO. CORK
The Village Inn,52.0920608,-7.6158861,Ireland,MAIN STREET,ENNISKEANE,,CO. CORK
The Village Inn,52.0920608,-7.6158861,Ireland,GRENAGH VILLAGE,GRENAGH NORTH,,CO. CORK
The Village Inn,52.0920608,-7.6158861,Ireland,BALLYBOUGHAL,,,CO. DUBLIN
The Village Inn,52.0920608,-7.6158861,Ireland,FOHENAGH,AHASCRAGH,BALLINASLOE,CO. GALWAY
The Village Inn,52.0920608,-7.6158861,Ireland,KILCHREST,LOUGHREA,,CO. GALWAY
The Village Inn,52.0920608,-7.6158861,Ireland,KILKERRIN,BALLINASLOE,,CO. GALWAY
The Village Inn,52.0920608,-7.6158861,Ireland,CHURCH STREET,KILGARVAN,,CO. KERRY
The Village Inn,52.0920608,-7.6158861,Ireland,KILCUMMIN,KILLARNEY,,CO. KERRY
The Village Inn,52.0920608,-7.6158861,Ireland,MAIN STREET,CELBRIDGE,,CO. KILDARE
The Village Inn,52.0920608,-7.6158861,Ireland,PATRICK STREET,KILKENNY,,CO. KILKENNY
The Village Inn,52.0920608,-7.6158861,Ireland,KINLOUGH,,,CO. LEITRIM
The Village Inn,52.0920608,-7.6158861,Ireland,GORTNACLOHY,ASHFORD,BALLAGH,CO. LIMERICK
The Village Inn,52.0920608,-7.6158861,Ireland,FARRIHY,BROADFORD,RATHLUIRC,CO. LIMERICK
The Village Inn,52.0920608,-7.6158861,Ireland,AGHAMORE,BALLYHAUNIS,,CO. MAYO
The Village Inn,52.0920608,-7.6158861,Ireland,TOOCANANAGH,CLAREMORRIS,,CO. MAYO
The Village Inn,52.0920608,-7.6158861,Ireland,BALLYNACROONBEG,PARTRY,CLAREMORRIS,CO. MAYO
The Village Inn,52.0920608,-7.6158861,Ireland,MAIN STREET,CLONEE,,CO. MEATH
The Village Inn,52.0920608,-7.6158861,Ireland,MAIN STREET,RATHMOYLON,,CO. MEATH
The Village Inn,52.0920608,-7.6158861,Ireland,CASTLEJORDAN,,,CO. MEATH
The Village Inn,52.0920608,-7.6158861,Ireland,LOUGHGLYNN,CASTLEREA,,CO. ROSCOMMON
The Village Inn,52.0920608,-7.6158861,Ireland,CARTRON VILLAGE,SLIGO,,CO. SLIGO
The Village Inn,52.0920608,-7.6158861,Ireland,EGLISH,ROSCREA,,CO. TIPPERARY
The Village Inn,52.0920608,-7.6158861,Ireland,MOYGLASS,FETHARD,,CO. TIPPERARY
The Village Inn,52.0920608,-7.6158861,Ireland,MAIN STREET,NEWTOWNMOUNTKENNEDY,,CO. WICKLOW
The Village Inn,52.0920608,-7.6158861,Ireland,2/4/6 LISLE ROAD,CRUMLIN,,DUBLIN CITY
The Log Cabin,53.423347,-6.176724,Ireland,DERRYFA,CREESLOUGH,LETTERKENNY,CO. DONEGAL
The Log Cabin,53.423347,-6.176724,Ireland,BALLYDUFF,,,CO. WATERFORD
An Cruiscin Lan,52.0886176,-7.8511731,Ireland,82 MAIN STREET,CAVAN,,CO. CAVAN
An Cruiscin Lan,52.0886176,-7.8511731,Ireland,"THE FLATTS, BALLYMAKEERA",MACROOM,,CO. CORK
An Cruiscin Lan,52.0886176,-7.8511731,Ireland,MAIN STREET,SPIDDAL,,CO. GALWAY
An Cruiscin Lan,52.0886176,-7.8511731,Ireland,VILLIERSTOWN,CAPPOQUIN,,CO. WATERFORD
Red House Inn,52.1373036,-7.9324588,Ireland,MAIN STREET,LISMORE,,CO. WATERFORD
The Elephant Bar,52.0721647,-7.8169569,Ireland,BALLINAPARKA,AGLISH,CAPPOQUIN,CO. WATERFORD
William Roche,52.1358184,-7.9376803,Ireland,74 MAIN STREET,LISMORE,,CO. WATERFORD
The Tavern Bar,52.147188,-7.850884,Ireland,MAIN STREET,GLENTIES,,CO. DONEGAL
The Tavern Bar,52.147188,-7.850884,Ireland,4/5 LOWER YELLOW ROAD,WATERFORD,,CO. WATERFORD
The Tavern Bar,52.147188,-7.850884,Ireland,MAIN STREET,CAPPOQUIN,,CO. WATERFORD
Dunne's Bar,52.2026469,-7.7157163,Ireland,MAIN STREET,GLIN,,CO. LIMERICK
Dunne's Bar,52.2026469,-7.7157163,Ireland,TOURANEENA,BALLINAMULT,,CO. WATERFORD
The Tower Hotel,52.260066,-7.105088,Ireland,THE MALL,WATERFORD,,CO. WATERFORD
Nicky's,52.2583336,-7.1151785,Ireland,31/32 MAYOR'S WALK,WATERFORD,,CO. WATERFORD
Norris's Bar,52.2555174,-7.1214715,Ireland,73 BARRACK STREET,"CANON STREET, SLIEVEKEALE ROAD",WATERFORD,CO. WATERFORD
Caulfields Bar,52.2594071,-7.1207777,Ireland,YELLOW ROAD,WATERFORD,,CO. WATERFORD
Oskars Bar,52.240992,-7.067461,Ireland,DUNMORE ROAD,WATERFORD,,CO. WATERFORD
Kitty Kiernans,52.2564184,-7.1183329,Ireland,40 BARRACK STREET,WATERFORD,,CO. WATERFORD
Kitty Kiernans,52.2564184,-7.1183329,Ireland,"61,61A & 63 COLLINS AVENUE WEST",AND THE REAR OF 65 COLLINS AVENUE WEST,,DUBLIN CITY
Paddy Brown's Pub,52.2499749,-7.1376405,Ireland,PADDY BROWNES ROAD,WATERFORD,,CO. WATERFORD
Haye's Killea,52.16488,-7.003677,Ireland,KILLEA,DUNMORE EAST,,CO. WATERFORD
Reddy's Off-licence,52.2597816,-7.1174066,Ireland,37 BALLYBRICKEN,WATERFORD,,CO. WATERFORD
Corner House Bar,53.3585185,-6.2543228,Ireland,TALLOW,,,CO. WATERFORD
The Esquire,52.1612938,-7.1518152,Ireland,CROSSMARKET STREET,TRAMORE,,CO. WATERFORD
The Village Pub,51.9560683,-7.8505401,Ireland,WALTERSTOWN,NURNEY,,CO. KILDARE
The Village Pub,51.9560683,-7.8505401,Ireland,ARDMORE,YOUGHAL,,CO. WATERFORD
The Village Pub,51.9560683,-7.8505401,Ireland,MAIN STREET,CLONMELLON,,CO. WESTMEATH
The Village Pub,51.9560683,-7.8505401,Ireland,MAIN STREET,FERNS,,CO. WEXFORD
Power's Bar,52.1482836,-6.9939779,Ireland,DUNMORE EAST,,,CO. WATERFORD
Flynn's,52.2054897,-7.4267652,Ireland,ACLARE,BALLYMOTE,,CO. SLIGO
Flynn's,52.2054897,-7.4267652,Ireland,NEWTOWN,KILMACTHOMAS,,CO. WATERFORD
The Park House,52.0946123,-7.623195,Ireland,27 PARNELL STREET,DUNGARVAN,,CO. WATERFORD
The Sportsman's Inn,52.1469005,-7.850121,Ireland,MAIN STREET,CAPPOQUIN,,CO. WATERFORD
The Cotton Mill,52.2858468,-7.3178842,Ireland,MAIN STREET,PORTLAW,,CO. WATERFORD
Quealy's Bar,52.0892698,-7.6221405,Ireland,82 O'CONNELL STREET,DUNGARVAN,,CO. WATERFORD
Kazbar,52.2580299,-7.1116047,Ireland,57 JOHN STREET,WATERFORD,,CO. WATERFORD
Two Storey Slated,52.0715072,-7.8222696,Ireland,AGLISH,CAPPOQUIN,,CO. WATERFORD
Revolution,52.25748,-7.111845,Ireland,19 AND 20 JOHNS STREET,WATERFORD,,CO. WATERFORD
The Cove Bar,53.0157983,-7.1494716,Ireland,STRADBALLY,,,CO. WATERFORD
R. W. Madigan And Co,52.2558805,-7.1127254,Ireland,16 MANOR STREET,WATERFORD,,CO. WATERFORD
Downey's Bar,52.0891919,-7.619402,Ireland,53 PARNELL STREET,DUNGARVAN,,CO. WATERFORD
Mullane's,52.2579238,-7.1150363,Ireland,15 NEWGATE STREET,WATERFORD,,CO. WATERFORD
West End Bar,52.1367149,-7.9340494,Ireland,MAIN STREET,ARDARA,,CO. DONEGAL
West End Bar,52.1367149,-7.9340494,Ireland,MAIN STREET,BANGOR ERRIS,BALLINA,CO. MAYO
West End Bar,52.1367149,-7.9340494,Ireland,WEST STREET,LISMORE,,CO. WATERFORD
Phil Grimes Bar,52.2552408,-7.1100318,Ireland,60 JOHNSTOWN,WATERFORD,,CO. WATERFORD
Fulongs New Geneva (lounge),52.2396938,-6.974395,Ireland,PASSAGE EAST,,,CO. WATERFORD
Mother Mchugh's,52.1612799,-7.2255365,Ireland,FENOR,TRAMORE,,CO. WATERFORD
Tig Na Ceoil,52.5566209,-9.3147383,Ireland,BALLINAGOUL,RING,DUNGARVAN,CO. WATERFORD
The Ritz Bar,52.1562301,-7.1620656,Ireland,THE COVE,TRAMORE,,CO. WATERFORD
Viking Hotel,52.242255,-7.164738,Ireland,CORK ROAD,WATERFORD,,CO. WATERFORD
Stapletons Bar,52.2826927,-7.0693482,Ireland,SLIEVERUE,WATERFORD,,CO. WATERFORD
