name,lat,long,region,address 1,address 2,address 3,county
The Market Bar,54.004732,-6.4025307,Ireland,14A FADE STREET,& THE REAR OF 25 ST GEORGE'S STREET,THE REAR OF 29 MARKET ARCADE EXTENSION,DUBLIN CITY
The Ravensdale,54.100218,-6.360965,Ireland,CARRICKCARNON,DUNDALK,,CO. LOUTH
O'carroll's Bar And Lounge,54.0058707,-6.3963599,Ireland,1 SEATOWN,DUNDALK,,CO. LOUTH
The Lisdoo,54.014461,-6.401003,Ireland,NEWRY ROAD,DUNDALK,,CO. LOUTH
The Thatch,53.704912,-6.374016,Ireland,BALLINDREHID,CARRICK-ON-SHANNON,,CO. LEITRIM
The Thatch,53.704912,-6.374016,Ireland,DONORE ROAD,DROGHEDA,,CO. LOUTH
The Thatch,53.704912,-6.374016,Ireland,KILTEALY,ENNISCORTHY,,CO. WEXFORD
Anderson,53.8596664,-6.5410814,Ireland,IRISH STREET,ARDEE,,CO. LOUTH
Hamills,53.8533078,-6.538109,Ireland,BRIDGE STREET,ARDEE,,CO. LOUTH
Bradys Bar,53.9070165,-6.6165073,Ireland,EDMUNDSTOWN,ARDEE,,CO. LOUTH
Brenco Enterprises,53.2936028,-6.2472352,Ireland,CHURCHTOWN BAR,CHURCHTOWN,ARDEE,CO. LOUTH
The Neptune Bar,53.9638697,-6.3656669,Ireland,MAIN STREET,BLACKROCK,DUNDALK,CO. LOUTH
The Tara Bar,54.0029132,-6.4024291,Ireland,92 PARK STREET,DUNDALK,,CO. LOUTH
Mr Ridleys,54.0028471,-6.4027893,Ireland,91 AND 86 PARK STREET,DUNDALK,,CO. LOUTH
Fintans Ceili House,54.026747,-6.4957269,Ireland,HACKBALLSCROSS,DUNDALK,,CO. LOUTH
The Ploughman,53.9979451,-6.405957,Ireland,THE SQUARE,ABBEYFEALE,,CO. LIMERICK
The Ploughman,53.9979451,-6.405957,Ireland,LOUTH VILLAGE,DUNDALK,,CO. LOUTH
Mcgeoughs,54.0045799,-6.3998753,Ireland,RODEN PLACE,DUNDALK,,CO. LOUTH
The Carlingford Arms,54.040436,-6.186687,Ireland,CARLINGFORD,DUNDALK,,CO. LOUTH
Ghan House,54.0396559,-6.1841544,Ireland,CARLINGFORD,,,CO. LOUTH
The Rock Inn,53.9721827,-6.550808,Ireland,11 ROCK STREET,TRALEE,,CO. KERRY
The Rock Inn,53.9721827,-6.550808,Ireland,CHANNONROCK,DUNDALK,,CO. LOUTH
Courtney's,54.0015946,-6.4051156,Ireland,43/44 PARK STREET,DUNDALK,,CO. LOUTH
Clermont Arms,53.9631732,-6.3660154,Ireland,BLACKROCK,DUNDALK,,CO. LOUTH
The Village Saloon,53.8434385,-6.4358232,Ireland,DROMIN,DUNLEER,,CO. LOUTH
Mchugh's,53.7160485,-6.3467985,Ireland,THE SQUARE,HEADFORD,,CO. GALWAY
Fagans/ The Claret,54.0152128,-6.4216922,Ireland,CASTLETOWN ROAD,DUNDALK,,CO. LOUTH
Mollys,53.8065246,-6.2956643,Ireland,HIGH STREET,KILFINANE,,CO. LIMERICK
Slans,53.8811149,-6.3404913,Ireland,ANNAGASSAN,DUNLEER,,CO. LOUTH
The New Central,53.7151233,-6.350387,Ireland,40/41 PETER STREET,DROGHEDA,,CO. LOUTH
Levins,53.7915165,-6.2390467,Ireland,MAIN STREET,CLOGHERHEAD,,CO. LOUTH
Lily Finnegans Bar,53.995893,-6.124098,Ireland,WHITESTOWN,GREENORE,,CO. LOUTH
Donegans Collon,53.7785178,-6.4864947,Ireland,ARDEE STREET,COLLON,,CO. LOUTH
Hotel Imperial,54.00326,-6.401942,Ireland,"96,97 AND 98 PARK STREET",DUNDALK,,CO. LOUTH
Reillys Bar,53.8549397,-6.5389855,Ireland,CASTLE STREET,ARDEE,,CO. LOUTH
Whelans,53.7681312,-6.347484,Ireland,THE HEATH,PORTLAOISE,,CO. LAOIS
Whelans,53.7681312,-6.347484,Ireland,MAIN STREET,BALLYROAN,,CO. LAOIS
Whelans,53.7681312,-6.347484,Ireland,TULLYARD,BALLYMAKENNY,DROGHEDA,CO. LOUTH
Whelans,53.7681312,-6.347484,Ireland,"23, 24 AND 25 CAMDEN STREET AND 40 CAMDEN ROW",,,DUBLIN CITY
B Mcdonnell,53.7169147,-6.3438247,Ireland,35 CHORD ROAD,DROGHEDA,,CO. LOUTH
The Avenue Inn,53.9958252,-6.3958266,Ireland,AVENUE ROAD,DUNDALK,,CO. LOUTH
Railway Bar,53.8563437,-6.539704,Ireland,MARKET STREET AND ASHWALK,ARDEE,,CO. LOUTH
Railway Bar,53.8563437,-6.539704,Ireland,MAIN STREET,BANAGHER,,CO. OFFALY
Sharkeys Central Bar,53.7923576,-6.2387052,Ireland,MAIN STREET,CLOGHERHEAD,,CO. LOUTH
The Pheasant,53.7097931,-6.3495698,Ireland,86/87 DULEEK STREET,DROGHEDA,,CO. LOUTH
Toales Bar,54.0042756,-6.4011723,Ireland,CROWE STREET,DUNDALK,,CO. LOUTH
Russell's Bar,54.002226,-6.403902,Ireland,28 PARK STREET,DUNDALK,,CO. LOUTH
The Castle Bar,54.0058284,-6.396543,Ireland,77 ROCK STREET,TRALEE,,CO. KERRY
The Castle Bar,54.0058284,-6.396543,Ireland,SEATOWN,DUNDALK,,CO. LOUTH
The Castle Bar,54.0058284,-6.396543,Ireland,FERNS,,,CO. WEXFORD
Fairgreen Bar,53.717151,-6.3611764,Ireland,85/86 TRINITY STREET AND 1 GEORGES STREET,DROGHEDA,,CO. LOUTH
The Horseshoe Bar,54.0062063,-6.3823052,Ireland,3 MAIN STREET,KENMARE,,CO. KERRY
The Horseshoe Bar,54.0062063,-6.3823052,Ireland,BALLYFARNON,BOYLE,,CO. ROSCOMMON
Thomas Clarkes,54.0069921,-6.382513,Ireland,QUAY STREET,DUNDALK,,CO. LOUTH
Byrne's,53.995392,-6.406263,Ireland,10 HILL STREET,DUNDALK,,CO. LOUTH
Byrne's,53.995392,-6.406263,Ireland,BRIDGE STREET,CASTLEBAR,,CO. MAYO
Byrne's,53.995392,-6.406263,Ireland,MAIN STREET,BALLIVOR,,CO. MEATH
John Long,54.008205,-6.181134,Ireland,GRANGE,CARLINGFORD,,CO. LOUTH
Bru Bistro Lounge Bar,53.7136724,-6.3529713,Ireland,UNIT 8 THE HAYMARKET,DROGHEDA,,CO. LOUTH
Cluskeys/the Glyde Inn,53.979133,-6.522231,Ireland,GILBERTSTOWN,DUFFYS CROSS,,CO. LOUTH
The Bartender,54.003177,-6.402492,Ireland,12 PARK STREET,DUNDALK,,CO. LOUTH
The Fair Green Bar,53.8602044,-6.5418448,Ireland,IRISH STREET,ARDEE,,CO. LOUTH
The Lobinstown Inn,53.7854589,-6.6482389,Ireland,LOBINSTOWN,,,CO. LOUTH
Harrisons,53.9630287,-6.3659972,Ireland,MAIN STREET,BLACKROCK,,CO. LOUTH
Harrisons,53.9630287,-6.3659972,Ireland,TONE STREET,BALLINA,,CO. MAYO
The Punters Bar,54.003083,-6.4022871,Ireland,95 PARK STREET,DUNDALK,,CO. LOUTH
The Camelot,54.0093387,-6.4021835,Ireland,LINENHALL STREET,DUNDALK,,CO. LOUTH
The Irish Harp,53.8596706,-6.5412974,Ireland,IRISH STREET,ARDEE,,CO. LOUTH
Sextons Roadhouse,53.963351,-6.386865,Ireland,HAGGARDSTOWN,DUNDALK,,CO. LOUTH
Mckeowns,54.0055693,-6.4023519,Ireland,16 CLANBRASSIL STREET,DUNDALK,,CO. LOUTH
Mother Hughes,53.7199392,-6.3566666,Ireland,65 NORTH ROAD,DROGHEDA,,CO. LOUTH
The Malt House,53.990775,-6.4002433,Ireland,ATHBOY GATE,TRIM,,CO. MEATH
The Malt House,53.990775,-6.4002433,Ireland,8 MCDONAGH STREET,NENAGH,,CO. TIPPERARY
The Malt House,53.990775,-6.4002433,Ireland,MAIN STREET,TEMPLEMORE,,CO. TIPPERARY
Central Bar,54.005181,-6.4022938,Ireland,63 AND 64 UPPER CORK STREET,MITCHELSTOWN,,CO. CORK
Central Bar,54.005181,-6.4022938,Ireland,MAIN STREET,LIFFORD,,CO. DONEGAL
Central Bar,54.005181,-6.4022938,Ireland,58 UPPER MAIN STREET,LETTERKENNY,,CO. DONEGAL
Central Bar,54.005181,-6.4022938,Ireland,DAVIS STREET,ATHENRY,,CO. GALWAY
Central Bar,54.005181,-6.4022938,Ireland,MAIN STREET,ELPHIN,,CO. ROSCOMMON
Colemans,54.0073069,-6.4019836,Ireland,BALLYMACODA,IMOKILLY,,CO. CORK
Pj Byrnes,53.8978634,-6.3894299,Ireland,MAIN STREET,CASTLEBELLINGHAM,,CO. LOUTH
The Cooley Inn,54.0197513,-6.1454429,Ireland,PETERSWELL,LOUGHREA,,CO. GALWAY
The Cooley Inn,54.0197513,-6.1454429,Ireland,MILLGRANGE,GREENORE,,CO. LOUTH
Dorians,53.8624104,-6.4064644,Ireland,MULLINS CROSS,DUNLEER,,CO. LOUTH
King Bruces Tavern,54.0034259,-6.4016894,Ireland,1 FRANCIS STREET,DUNDALK,,CO. LOUTH
P.s. Donegan,53.717856,-6.3560985,Ireland,MONASTERBOICE,DROGHEDA,,CO. LOUTH
The Valley Inn,53.7987776,-6.3936329,Ireland,WOODSGIFT,,,CO. KILKENNY
The Valley Inn,53.7987776,-6.3936329,Ireland,MAIN STREET,MURROE,,CO. LIMERICK
The Valley Inn,53.7987776,-6.3936329,Ireland,PRIESTOWN,MULLARY,DUNLEER,CO. LOUTH
O'connells,54.006816,-6.386039,Ireland,4 EAST PIER,HOWTH,,CO. DUBLIN
O'connells,54.006816,-6.386039,Ireland,32 QUAY STREET,DUNDALK,,CO. LOUTH
O'connells,54.006816,-6.386039,Ireland,30 BACHELOR'S WALK,,,DUBLIN CITY
O'connells,54.006816,-6.386039,Ireland,133/135 MOREHAMPTON ROAD,"1 BELMONT AVENUE, RERE 1A BELMONT AVENUE",DONNYBROOK,DUBLIN CITY
Mccooey's Bar,53.951859,-6.543301,Ireland,LOUTH VILLAGE,DUNDALK,,CO. LOUTH
Sarsfields Bar,53.7161109,-6.3459735,Ireland,128 CHORD ROAD,DROGHEDA,,CO. LOUTH
Padraig O'donnigaile,54.0055621,-6.3970808,Ireland,28 SEATOWN,DUNDALK,,CO. LOUTH
The Crowe's Nest,54.004334,-6.4011851,Ireland,CROWE STREET,DUNDALK,,CO. LOUTH
Pj Lennon And Sons,53.9200662,-6.5471834,Ireland,RATHBRIST,TALLANSTOWN,DUNDALK,CO. LOUTH
The Railway Arms,53.7133097,-6.3408329,Ireland,5 DUBLIN ROAD,DROGHEDA,,CO. LOUTH
The Glyde Inn,53.882298,-6.3426661,Ireland,ANNAGASSAN,DUNLEER,,CO. LOUTH
Brubakers,54.001814,-6.404695,Ireland,42 PARK STREET,DUNDALK,,CO. LOUTH
The Sportsmans,54.0587278,-6.353836,Ireland,DRUMNASILLA,RAVENSDALE,DUNDALK,CO. LOUTH
The Mariner,53.7139457,-6.3488781,Ireland,6 NORTH QUAY,DROGHEDA,,CO. LOUTH
The Tain Holiday Village,54.0882604,-6.2593365,Ireland,OMEATH,,,CO. LOUTH
Gleesons,53.7160474,-6.3564223,Ireland,64/65 WEST STREET,DROGHEDA,,CO. LOUTH
Millmount Bar,53.7119597,-6.3485688,Ireland,15 PITCHERS HILL,DROGHEDA,,CO. LOUTH
The Morning Star,53.7368636,-6.4188455,Ireland,TULLYALLEN,,,CO. LOUTH
The Blue Anchor,54.01152,-6.346351,Ireland,BELLURGAN,DUNDALK,,CO. LOUTH
Dunleer Inns,53.8326284,-6.3949784,Ireland,DUNLEER,,,CO. LOUTH
The Grove,53.8314843,-6.394741,Ireland,TOLERTON,BALLICKMOYLER,,CO. CARLOW
The Grove,53.8314843,-6.394741,Ireland,ROSLEVAN,TULLA ROAD,ENNIS,CO. CLARE
The Grove,53.8314843,-6.394741,Ireland,MAIN STREET,DUNLEER,,CO. LOUTH
Mckevitts Hotel,54.040348,-6.186992,Ireland,THE SQUARE,CARLINGFORD,,CO. LOUTH
The Spirit Store,54.0089842,-6.3900583,Ireland,GEORGES QUAY,DUNDALK,,CO. LOUTH
The Spirit Store,54.0089842,-6.3900583,Ireland,GEORGES QUAY,DUNDALK,,CO. LOUTH
The Brake,53.9625828,-6.3663431,Ireland,MAIN STREET,BLACKROCK,,CO. LOUTH
The Vinegarman,54.003421,-6.401754,Ireland,100 PARK STREET,DUNDALK,,CO. LOUTH
The Windsor,53.9993828,-6.4060318,Ireland,DUBLIN STREET,DUNDALK,,CO. LOUTH
The Cross,53.8668353,-6.4395892,Ireland,KILLYGORDON,LIFFORD,,CO. DONEGAL
T. Macnamee,53.97163,-6.487207,Ireland,KNOCKBRIDGE,DUNDALK,,CO. LOUTH
Bellingham Castle Hotel,53.8960082,-6.3895617,Ireland,CASTLEBELLINGHAM,ARDEE,,CO. LOUTH
The Waterside Inn,53.76067,-6.2719659,Ireland,TERMONFECKIN,,,CO. LOUTH
Windmill House,53.7232821,-6.3564065,Ireland,WINDMILL LANE,DROGHEDA,,CO. LOUTH
Kennedy's,53.1423672,-7.6920536,Ireland,WEST SQUARE,ASKEATON,,CO. LIMERICK
Kennedy's,53.1423672,-7.6920536,Ireland,GALLOWS HILL,CARRICK ROAD,DUNDALK,CO. LOUTH
Kennedy's,53.1423672,-7.6920536,Ireland,ROCKWOOD PARADE,SLIGO TOWN,,CO. SLIGO
Sarks Bar,53.9979451,-6.405957,Ireland,LOUTH VILLAGE,DUNDALK,,CO. LOUTH
Connor,53.8302109,-6.3941154,Ireland,MAIN STREET,DUNLEER,,CO. LOUTH
Oscars,54.0027734,-6.4032054,Ireland,63/64 MAIN STREET,GOREY,,CO. WEXFORD
Swan Tavern,43.7187813,-91.9759204,Ireland,LANESBORO,,,CO. LONGFORD
The Yacht Bar,53.6724064,-7.9883369,Ireland,BALLYKEA,LOUGHSHINNY,SKERRIES,CO. DUBLIN
The Yacht Bar,53.6724064,-7.9883369,Ireland,8 THORNCASTLE STREET,RINGSEND,,DUBLIN CITY
Foleys,53.7265846,-7.7995327,Ireland,CORK ROAD,MALLOW,,CO. CORK
The Vintage Bar,53.6645253,-7.7867104,Ireland,MAIN STREET,KILLESHANDRA,,CO. CAVAN
Glenview Lounge,53.8395296,-7.6564696,Ireland,GLENVIEW,AUGHNACLIFFE,,CO. LONGFORD
The Tavern,53.8193316,-7.7699438,Ireland,MAIN STREET,PASSAGE WEST,,CO. CORK
The Tavern,53.8193316,-7.7699438,Ireland,38 UPPER WILLIAM STREET,LIMERICK,,CO. LIMERICK
The Tavern,53.8193316,-7.7699438,Ireland,LONGFORD ROAD,DRUMLISH,,CO. LONGFORD
The Tavern,53.8193316,-7.7699438,Ireland,MAIN STREET,KILTIMAGH,,CO. MAYO
The Tavern,53.8193316,-7.7699438,Ireland,MURRISK,WESTPORT,,CO. MAYO
The Tavern,53.8193316,-7.7699438,Ireland,MAIN STREET,CARRICKMACROSS,,CO. MONAGHAN
Kearney's Pub,52.2902242,-7.3593698,Ireland,CURRAGHMORE,KENAGH,,CO. LONGFORD
Magan's,53.6815189,-7.8802051,Ireland,KILLASHEE,LONGFORD,,CO. LONGFORD
The Crossroads Inn,53.7302356,-7.5022029,Ireland,LISRYAN,GRANARD,,CO. LONGFORD
Next Door And Spiral Tree,53.7276296,-7.7932573,Ireland,66 MAIN STREET AND 1ST AND 2ND FLOOR,"OF 65 MAIN STREET, LONGFORD",,CO. LONGFORD
The Sportsmans Inn,53.6961253,-7.60894,Ireland,THE DIAMOND,CARNDONAGH,LIFFORD,CO. DONEGAL
The Sportsmans Inn,53.6961253,-7.60894,Ireland,BRIDGE STREET,BALLYRAGGET,,CO. KILKENNY
The Sportsmans Inn,53.6961253,-7.60894,Ireland,MAIN STREET,EDGEWORTHSTOWN,,CO. LONGFORD
The Sportsmans Inn,53.6961253,-7.60894,Ireland,ELPHIN STREET,STROKESTOWN,,CO. ROSCOMMON
The Sportsmans Inn,53.6961253,-7.60894,Ireland,RAMSGRANGE,,,CO. WEXFORD
Mcgowans,53.7654838,-7.835621,Ireland,MAIN STREET,NEWTOWNFORBES,,CO. LONGFORD
The Rustic Inn,53.583635,-7.657769,Ireland,DRUMANURE,ABBEYSHRULE,,CO. LONGFORD
The Goldsmith Inn,53.695769,-7.608554,Ireland,EDGEWORTHSTOWN,,,CO. LONGFORD
Hughie Doyles,53.7267805,-7.797396,Ireland,32 DUBLIN STREET,LONGFORD,,CO. LONGFORD
V. Kelleher,53.7282057,-7.8005303,Ireland,12/13 MAIN STREET,LONGFORD,,CO. LONGFORD
The Tally Ho,53.7258684,-7.7983903,Ireland,NEW STREET,LONGFORD,,CO. LONGFORD
Bohans,53.7657952,-7.8351399,Ireland,MAIN STREET,NEWTOWNFORBES,,CO. LONGFORD
Bohans,53.7657952,-7.8351399,Ireland,78 MEATH STREET,,,DUBLIN CITY
The Railway Bar,53.7245602,-7.7971762,Ireland,DIAMOND,BELTURBET,,CO. CAVAN
The Railway Bar,53.7245602,-7.7971762,Ireland,DUNKEREEN,UPTON,,CO. CORK
The Railway Bar,53.7245602,-7.7971762,Ireland,RAILWAY ROAD,BUNDORAN,,CO. DONEGAL
The Railway Bar,53.7245602,-7.7971762,Ireland,MAIN STREET,BALLYBUNION,,CO. KERRY
The Railway Bar,53.7245602,-7.7971762,Ireland,EYRE STREET,NEWBRIDGE,,CO. KILDARE
The Railway Bar,53.7245602,-7.7971762,Ireland,COOLDETERRY,"RAILWAY ROAD, PORTARLINGTON",,CO. LAOIS
The Railway Bar,53.7245602,-7.7971762,Ireland,MAIN STREET,BRUREE,,CO. LIMERICK
The Railway Bar,53.7245602,-7.7971762,Ireland,"KNOCKBRACK, ABBEYFEALE, CO LIMERICK",ABBEYFEALE,,CO. LIMERICK
The Railway Bar,53.7245602,-7.7971762,Ireland,EARL STREET,LONGFORD,,CO. LONGFORD
The Railway Bar,53.7245602,-7.7971762,Ireland,MAIN STREET,DUNLEER,,CO. LOUTH
The Railway Bar,53.7245602,-7.7971762,Ireland,5 RAILWAY STREET,NAVAN,,CO. MEATH
The Railway Bar,53.7245602,-7.7971762,Ireland,PATRICK STREET,CASTLEREA,,CO. ROSCOMMON
The Railway Bar,53.7245602,-7.7971762,Ireland,LORD EDWARD STREET,SLIGO,,CO. SLIGO
The Railway Bar,53.7245602,-7.7971762,Ireland,MILL STREET,CAPPOQUIN,,CO. WATERFORD
The Oasis,53.6212481,-7.6308386,Ireland,16/17 LEINSTER STREET,ATHY,,CO. KILDARE
Longford Arms Hotel,53.728832,-7.801516,Ireland,MAIN STREET,LONGFORD,,CO. LONGFORD
The Forge,53.7610598,-7.7455812,Ireland,CONVENT HILL,KILLALOE,,CO. CLARE
The Forge,53.7610598,-7.7455812,Ireland,MULLANS,DONEGAL,,CO. DONEGAL
The Forge,53.7610598,-7.7455812,Ireland,CARRIGLASS,LONGFORD,,CO. LONGFORD
The Pier Inn,53.6307732,-7.9588263,Ireland,LISNACUSH,LANESBORO,,CO. LONGFORD
Jacks Corner House,53.6953138,-7.6076513,Ireland,MAIN STREET,EDGEWORTHSTOWN,,CO. LONGFORD
Creegans Lounge And Bar,53.7927775,-7.5860257,Ireland,BUNLAHY,BALLINALEE,,CO. LONGFORD
The Anglers Rest,54.1165347,-7.5838202,Ireland,MAIN STREET,BALLYCONNELL,,CO. CAVAN
The Anglers Rest,54.1165347,-7.5838202,Ireland,LACKENDARRA,KILDINAN,,CO. CORK
The Anglers Rest,54.1165347,-7.5838202,Ireland,TULLYCROSS,RENVYLE,,CO. GALWAY
The Anglers Rest,54.1165347,-7.5838202,Ireland,OUGHTERARD,,,CO. GALWAY
The Anglers Rest,54.1165347,-7.5838202,Ireland,LOWER MAIN STREET,CAPPOQUIN,,CO. WATERFORD
The Anglers Rest,54.1165347,-7.5838202,Ireland,KNOCKMAROON HILL,CHAPELIZOD,,DUBLIN CITY
Farrells,53.7750724,-7.6550915,Ireland,KILKENNY STREET,FRESHFORD,,CO. KILKENNY
Farrells,53.7750724,-7.6550915,Ireland,BALLINALEE,,,CO. LONGFORD
Begley's,53.7764909,-7.7256563,Ireland,AGHABOY,KILLOE,,CO. LONGFORD
Kanes,53.726661,-7.799857,Ireland,BALLYMAHON STREET,LONGFORD,,CO. LONGFORD
The Castle Inn,53.7654838,-7.835621,Ireland,24 GOVERNEY PLACE,CARLOW,,CO. CARLOW
The Castle Inn,53.7654838,-7.835621,Ireland,99 SOUTH MAIN STREET,CORK,,CO. CORK
The Castle Inn,53.7654838,-7.835621,Ireland,ELEVEN BALLYBOES,GREEN CASTEL,,CO. DONEGAL
The Castle Inn,53.7654838,-7.835621,Ireland,CASTLEMAINE,,,CO. KERRY
The Castle Inn,53.7654838,-7.835621,Ireland,CASTLEDERMOT,,,CO. KILDARE
The Castle Inn,53.7654838,-7.835621,Ireland,CARBURY,,,CO. KILDARE
The Castle Inn,53.7654838,-7.835621,Ireland,NEWTOWNFORBES,,,CO. LONGFORD
The Castle Inn,53.7654838,-7.835621,Ireland,CASTLE STREET,CASTLEBAR,,CO. MAYO
The Castle Inn,53.7654838,-7.835621,Ireland,1-2 MAIN STREET,ATHLONE,,CO. WESTMEATH
The Castle Inn,53.7654838,-7.835621,Ireland,BRIDGE HOUSE,NEWCASTLE,,CO. WICKLOW
Murtaghs Crossroads Inn,53.8529835,-7.6277215,Ireland,RATHMORE,AUGHNACLIFFE,GRANARD,CO. LONGFORD
Rawles,53.7750724,-7.6550915,Ireland,BALLINALEE,,,CO. LONGFORD
Lough Ree Arms Hotel,53.6714035,-7.9873346,Ireland,MAIN STREET,LANESBORO,,CO. LONGFORD
P Hourican's,53.8529835,-7.6277215,Ireland,RATHMORE,AUGHNACLIFFE,GRANARD,CO. LONGFORD
Dillons Pikeman (ballinamuck),53.8655045,-7.7175361,Ireland,SHANMULLAGH,BALLINAMUCK,,CO. LONGFORD
Quinns Corner House,54.4876593,-6.8738689,Ireland,MOSTRIM,,,CO. LONGFORD
O'boyles,53.6229706,-7.8149099,Ireland,KENAGH,LONGFORD,,CO. LONGFORD
The Market Bar,53.7259414,-7.7992415,Ireland,MAIN STREET,MANORHAMILTON,,CO. LEITRIM
The Market Bar,53.7259414,-7.7992415,Ireland,24 HIGH STREET,LIMERICK,,CO. LIMERICK
The Market Bar,53.7259414,-7.7992415,Ireland,BALLYMAHON STREET,LONGFORD,,CO. LONGFORD
The Market Bar,53.7259414,-7.7992415,Ireland,99 CLANBRASSIL STREET,DUNDALK,,CO. LOUTH
The Market Bar,53.7259414,-7.7992415,Ireland,14A FADE STREET,& THE REAR OF 25 ST GEORGE'S STREET,THE REAR OF 29 MARKET ARCADE EXTENSION,DUBLIN CITY
John Donohoe,53.7766233,-7.4975666,Ireland,MAIN STREET,GRANARD,,CO. LONGFORD
The Local,53.4642481,-8.2174598,Ireland,18 MILITARY ROAD,CORK,,CO. CORK
The Local,53.4642481,-8.2174598,Ireland,GLANTANE,MALLOW,,CO. CORK
The Local,53.4642481,-8.2174598,Ireland,MAIN STREET,DOON,,CO. LIMERICK
The Local,53.4642481,-8.2174598,Ireland,10 GRATTAN SQUARE,DUNGARVAN,,CO. WATERFORD
Valentine's,53.72797,-7.800762,Ireland,GROUND FLOOR OF 65 MAIN STREET,LONGFORD,,CO. LONGFORD
The Olde Village Inn,53.8213729,-7.7681182,Ireland,DRUMLISH,LONGFORD,,CO. LONGFORD
The River Inn,53.5643632,-7.7645964,Ireland,BONNICONLON,BALLINA,,CO. MAYO
Bernie's,53.6323765,-7.6862179,Ireland,62 MAIN STREET,MIDLETON,,CO. CORK
Bernie's,53.6323765,-7.6862179,Ireland,MAIN STREET,EASKEY,,CO. SLIGO
Jj Bowles,52.6704371,-8.6283727,Ireland,8 THOMONDGATE,LIMERICK,,CO. LIMERICK
The Villager,52.4306979,-9.0100733,Ireland,GLASSON,ATHLONE,,CO. WESTMEATH
The Welcome Inn,52.4105104,-8.3780093,Ireland,CROOKHAVEN,SKIBBEREEN,,CO. CORK
The Welcome Inn,52.4105104,-8.3780093,Ireland,1 O'RAHILLY STREET,COBH,,CO. CORK
The Welcome Inn,52.4105104,-8.3780093,Ireland,24 PARNELL PLACE,CORK,,CO. CORK
The Welcome Inn,52.4105104,-8.3780093,Ireland,8 MARKET SQUARE,PORTLAOISE,,CO. LAOIS
The Welcome Inn,52.4105104,-8.3780093,Ireland,CARRICKNABRAC,DRUMSHANBO,,CO. LEITRIM
The Welcome Inn,52.4105104,-8.3780093,Ireland,MITCHELSTOWNDOWN EAST,KNOCKLONG,KILMALLOCK,CO. LIMERICK
The Welcome Inn,52.4105104,-8.3780093,Ireland,THE WELCOME INN,BOHERWILLIAM,CAPPAGH,CO. WATERFORD
Hayes Bar,52.6150575,-8.3377168,Ireland,GLANDORE,SKIBBEREEN,,CO. CORK
Hayes Bar,52.6150575,-8.3377168,Ireland,MAIN STREET,CAPPAMORE,,CO. LIMERICK
Hayes Bar,52.6150575,-8.3377168,Ireland,PUCKANE,NENAGH,,CO. TIPPERARY
The Black Lion,52.5238067,-8.9370966,Ireland,RATHKEALE,,,CO. LIMERICK
The Black Lion,52.5238067,-8.9370966,Ireland,207A EMMET ROAD AND EXTENSIONS,INCHICORE,,DUBLIN CITY
The Black Lion,52.5238067,-8.9370966,Ireland,CLONDALKIN VILLAGE,CLONDALKIN,,DUBLIN CITY
The Black Swan,52.6683013,-8.5294216,Ireland,21/21A DAVIS STREET,LIMERICK,,CO. LIMERICK
The Black Swan,52.6683013,-8.5294216,Ireland,RIVERS,ANNACOTTY,,CO. LIMERICK
O'dwyers,52.656393,-8.633215,Ireland,BALLYWILLIAM,ENNISCORTHY,,CO. WEXFORD
Angel Lane,52.6636762,-8.6228983,Ireland,ROBERT STREET,LIMERICK,,CO. LIMERICK
Michael Herbert's Bar,52.6933428,-8.5005343,Ireland,SALLYMOUNT,LISNAGRY,,CO. LIMERICK
The Savoy Hotel,52.6631293,-8.629193,Ireland,HENRY STREET,LIMERICK,,CO. LIMERICK
Bradshaws,52.7134313,-8.5017249,Ireland,CASTLEVIEW,CASTLECONNELL,,CO. LIMERICK
Clancy's Bar And Restaurant,52.476859,-8.5478661,Ireland,MAIN STREET,BRUFF,,CO. LIMERICK
The Pub,52.3753679,-9.0338029,Ireland,MAIN STREET,NEWMARKET ON FERGUS,,CO. CLARE
The Pub,52.3753679,-9.0338029,Ireland,MAIN STREET,MOUNTRATH,,CO. LAOIS
The Pub,52.3753679,-9.0338029,Ireland,DOOAGH,ACHILL,,CO. MAYO
The Corner House,52.5191214,-8.7175471,Ireland,7 COBURG STREET,CORK,,CO. CORK
The Corner House,52.5191214,-8.7175471,Ireland,SHANBALLYMORE,MALLOW,,CO. CORK
The Corner House,52.5191214,-8.7175471,Ireland,MAIN STREET,CARRIGALINE,CORK,CO. CORK
The Corner House,52.5191214,-8.7175471,Ireland,MAIN STREET,ARDARA,,CO. DONEGAL
The Corner House,52.5191214,-8.7175471,Ireland,"SHRONEDARRAGH, BARRADUFF",HEADFORD,KILLARNEY,CO. KERRY
The Corner House,52.5191214,-8.7175471,Ireland,PATRICK STREET,BALLYRAGGET,,CO. KILKENNY
The Corner House,52.5191214,-8.7175471,Ireland,THE SQUARE,RATHDOWNEY,,CO. LAOIS
The Corner House,52.5191214,-8.7175471,Ireland,THE SQUARE,DROMCOLLOGHER,,CO. LIMERICK
The Corner House,52.5191214,-8.7175471,Ireland,CARTER SQUARE,BELMULLET,,CO. MAYO
The Corner House,52.5191214,-8.7175471,Ireland,BRIDGE STREET,KILKELLY,,CO. MAYO
The Corner House,52.5191214,-8.7175471,Ireland,BALLYGAR,ROSCOMMON,,CO. ROSCOMMON
The Corner House,52.5191214,-8.7175471,Ireland,RIVERSTOWN,,,CO. SLIGO
