ID,name,lat,long,address_1,address_2,address_3,county
1518,Three Bulletgate,52.3920407,-6.9400558,Neville Street,New Ross,,Co. Wexford
1519,Osborne's Public House,32.781166,-96.7961,Main Street,Clonegal,Ferns,Co. Wexford
1520,Ambrose Maloney's,52.6450117,-6.2291672,Courtown,Gorey,,Co. Wexford
1521,The White House,52.5029217,-6.5634586,"2, Pearse Street",Kinsale,,Co. Cork
1522,The White House,52.5029217,-6.5634586,52 O'connell Street,Limerick,,Co. Limerick
1523,The White House,52.5029217,-6.5634586,Castle Street,Roscrea,,Co. Tipperary
1524,The White House,52.5029217,-6.5634586,Main Street,Baldoyle,,Dublin City
1525,The Cuckoo's Corner,52.3234743,-6.6552778,Main Street,Taghmon,,Co. Wexford
1526,Lamberts,52.6176782,-6.4215515,Camolin,Gorey,,Co. Wexford
1527,The Parklands Bar,52.625261,-6.231619,Ardamine,Courtown Harbour,Gorey,Co. Wexford
1528,O'briens Pub,52.3990648,-6.9249406,Newtown,New Ross,,Co. Wexford
1529,Butlers,52.217394,-6.382032,Main Street,Fethard,,Co. Tipperary
1530,O'brien's Pub,52.5910923,-6.2767258,Killena,Gorey,,Co. Wexford
1531,The Coach Inn,52.28395,-6.6371604,21 Dublin Road And Altered Premises,Attached And Adjoining,Bray,Co. Wicklow
1532,The Roadhouse,52.3928774,-6.3883302,Ballaghderg,Letterkenny,,Co. Donegal
1533,The Roadhouse,52.3928774,-6.3883302,Barnahask,Curracloe,,Co. Wexford
1534,The Strand Bar,52.5687745,-6.2021064,Matehy,Vicarstown,Blarney,Co. Cork
1535,The Strand Bar,52.5687745,-6.2021064,Main Street,Rush,,Co. Dublin
1536,The Strand Bar,52.5687745,-6.2021064,Aughlasnole,Claddaghduff,,Co. Galway
1537,The Strand Bar,52.5687745,-6.2021064,Strand House,Strandhill,,Co. Sligo
1538,The Gap Pub,52.7630411,-6.3591907,Ballythomas,Ballyfad,Gorey,Co. Wexford
1539,The Merry Elf,52.2564738,-6.4558223,Ferney Hill,Killinick,,Co. Wexford
1540,The Out House,52.42783,-8.69105,Rourke's Cross,Horetown,Foulksmills,Co. Wexford
1541,Peter Doyle,52.5909249,-6.4980105,The Square,Ferns,,Co. Wexford
1542,The Thatch,52.5650113,-6.7466716,Ballindrehid,Carrick-on-shannon,,Co. Leitrim
1543,The Thatch,52.5650113,-6.7466716,Donore Road,Drogheda,,Co. Louth
1544,The Thatch,52.5650113,-6.7466716,Kiltealy,Enniscorthy,,Co. Wexford
1545,Goslin's Public House,52.6094276,-6.3039084,Ballycanew,Gorey,,Co. Wexford
1546,Ramen,52.339653,-6.461585,Unit 1,The Vee,Cork Road,Co. Waterford
1547,Ramen,52.339653,-6.461585,Common Quay Street,Wexford,,Co. Wexford
1548,The Kings Bay Inn,52.2420168,-6.9513715,Arthurstown,New Ross,,Co. Wexford
1549,Donohoes,52.5029204,-6.5727062,42 Duffry Gate,Enniscorthy,,Co. Wexford
1550,Centenary Stores,52.3407794,-6.4621102,Charlotte Street,And Rear Of 74 North Main Street,Wexford,Co. Wexford
1551,Barretts,52.3390492,-6.4599756,Ballyshonakin,Kilmallock,,Co. Limerick
1552,Barretts,52.3390492,-6.4599756,Custom House Quay,Wexford,,Co. Wexford
1553,The Hollow,52.5641973,-7.7663532,Ballinure,Marshalstown,,Co. Wexford
1554,Byrne's,52.3955995,-6.9447184,10 Hill Street,Dundalk,,Co. Louth
1555,Byrne's,52.3955995,-6.9447184,Bridge Street,Castlebar,,Co. Mayo
1556,Byrne's,52.3955995,-6.9447184,Main Street,Ballivor,,Co. Meath
1557,Roche's,52.221287,-6.933726,Duncannon,New Ross,,Co. Wexford
1558,Sean Ogs Hotel,52.517235,-6.280061,Kilmuckridge,Gorey,,Co. Wexford
1559,Oscars,52.6749717,-6.2960666,63/64 Main Street,Gorey,,Co. Wexford
1560,Sinnotts Bar,52.3296487,-6.4665602,"1, 2 And 3 Manor Street","28, 31 And Rear Of 31a John Street",Waterford,Co. Waterford
1561,Sinnotts Bar,52.3296487,-6.4665602,Distillery Road,Wexford,,Co. Wexford
1562,Sinnotts Bar,52.3296487,-6.4665602,Unit B2 Stephens Green Centre,King Street South,,Dublin City
1563,The Temple Bar,53.3449379,-6.2674731,Main Street,Templemore,,Co. Tipperary
1564,The Temple Bar,53.3449379,-6.2674731,Rathangan,Bridgetown,,Co. Wexford
1565,The Temple Bar,53.3449379,-6.2674731,Basement And Ground Floors 48 Temple Bar And 46 Temple Bar And,Extensions Situated Basement 47 Temple Bar Part Basement And Ground,Floor 46 Temple Bar And Part Of Basement 15/16 Temple Lane South,Dublin City
1566,The Temple Bar,53.3449379,-6.2674731,48 Temple Bar,,,Dublin City
1567,The Laffan Inn,52.3417517,-6.4628895,13 Monck Street,Wexford,,Co. Wexford
1568,Simon Lambert And Sons Limited,52.337095,-6.460875,37 South Main Street,Wexford,,Co. Wexford
1569,Sinnotts Supermarket,52.3985231,-6.9365982,17 Irishtown,New Ross,,Co. Wexford
1570,Codds,52.6141107,-6.5930815,Ballinaberney,Strahart,Ferns,Co. Wexford
1571,The Courtyard,52.5908448,-6.4971204,Main Street,Ferns,,Co. Wexford
1572,The Loch Garman Arms Hotel,52.6760755,-6.292479,89/90 Main Street,Gorey,,Co. Wexford
1573,Rackards,52.5010833,-6.5688269,23 Rafter Street,Enniscorthy,,Co. Wexford
1574,Talbot Hotel,52.3357675,-6.4569916,Trinity Street,Wexford,,Co. Wexford
1575,The Kilrane Inn,52.2417537,-6.3549132,Kilrane,,,Co. Wexford
1576,The Orphan Girl,52.6729343,-6.2209976,Seafield,"Ballymoney, Gorey",,Co. Wexford
1577,The Sawdust Bar / The Sawdust Inn,52.4792814,-6.4235178,Ballymacoonogue,The Ballagh,Enniscorthy,Co. Wexford
1578,The Thatch Bar,52.5909249,-6.4980105,The Square,Headford,,Co. Galway
1579,The Thatch Bar,52.5909249,-6.4980105,Ballydonoghue,Lisselton,,Co. Kerry
1580,The Thatch Bar,52.5909249,-6.4980105,Carrowmore,Knock,Claremorris,Co. Mayo
1581,The Thatch Bar,52.5909249,-6.4980105,Ballygar,,,Co. Roscommon
1582,The Thatch Bar,52.5909249,-6.4980105,Ballycahill,Thurles,,Co. Tipperary
1583,The Thatch Bar,52.5909249,-6.4980105,The Square,Ferns,,Co. Wexford
1584,The Village Pub,52.5908448,-6.4971204,Walterstown,Nurney,,Co. Kildare
1585,The Village Pub,52.5908448,-6.4971204,Ardmore,Youghal,,Co. Waterford
1586,The Village Pub,52.5908448,-6.4971204,Main Street,Clonmellon,,Co. Westmeath
1587,The Village Pub,52.5908448,-6.4971204,Main Street,Ferns,,Co. Wexford
1588,The Porterhouse,52.3824281,-6.4502872,Plunkett Street,Killarney,,Co. Kerry
1589,The Porterhouse,52.3824281,-6.4502872,The Porterhouse,Castlebridge,,Co. Wexford
1590,Killeens,52.5018589,-6.567923,30 Slaney Street,Enniscorthy,,Co. Wexford
1591,Ger Corrigan's Pub,53.3448721,-6.2648165,Blackwater,,,Co. Wexford
1592,Vine Cottage Bar,52.2274205,-6.8329295,Saltmills,New Ross,,Co. Wexford
1593,Tigh Leagh Sli,52.6550857,-6.652193,Halfway House,Bunclody,,Co. Wexford
1594,Hayes,42.435454,-82.965527,Main Street,Campile,New Ross,Co. Wexford
1595,The Pike Bar,52.333848,-6.4582138,The Pike,Lisavaird,Clonakilty,Co. Cork
1596,The Pike Bar,52.333848,-6.4582138,29 Barrack Street,Wexford,,Co. Wexford
1597,Dragon Heen,52.343883,-6.466716,Redmond Square,Wexford,,Co. Wexford
1598,Dakota,52.3414732,-6.4630894,39/40 Drury Street And,8 And 9 South William Street,,Dublin City
1599,Atlantic Bar,52.2179036,-6.7179086,Pluhoge,Arranmore,Letterkenny,Co. Donegal
1600,The Slaney Inn,52.4238096,-6.530323,Coolnaboy,Oylegate,Enniscorthy,Co. Wexford
1601,The Sportsmans Inn,52.2664642,-6.9626899,The Diamond,Carndonagh,Lifford,Co. Donegal
1602,The Sportsmans Inn,52.2664642,-6.9626899,Bridge Street,Ballyragget,,Co. Kilkenny
1603,The Sportsmans Inn,52.2664642,-6.9626899,Main Street,Edgeworthstown,,Co. Longford
1604,The Sportsmans Inn,52.2664642,-6.9626899,Elphin Street,Strokestown,,Co. Roscommon
1605,The Sportsmans Inn,52.2664642,-6.9626899,Ramsgrange,,,Co. Wexford
1606,Kehoes Pub And Parlour,52.175074,-6.586896,Crossfarnoge,Kilmore Quay,,Co. Wexford
1607,Munnellys Pub,53.5259334,-7.3381378,Ballynacargy,Mullingar,,Co. Westmeath
1608,The Drake Inn,40.8546994,-72.509483,Castletowngeoghan,,,Co. Westmeath
1609,Lord Bellamy's,53.4256783,-7.940552,7 And 8 Central Terrace,Athlone,,Co. Westmeath
1610,Danny Byrnes,53.5258053,-7.3403894,27 Pearse Street,Mullingar,,Co. Westmeath
1611,The Bailey,53.4231171,-7.9444426,Pearse Street And Connolly Street,Athlone,,Co. Westmeath
1612,The Bailey,53.4231171,-7.9444426,Barrack Street And Island Road,Enniscorthy,,Co. Wexford
1613,The Bailey,53.4231171,-7.9444426,1/4 Duke Street,,,Dublin City
1614,Conroys Nuts Corner,53.423171,-7.9366887,9 Mardyke Street,Athlone,,Co. Westmeath
1615,The Country Inn,53.5259334,-7.3381378,Ballinakillew,Laghey,,Co. Donegal
1616,The Country Inn,53.5259334,-7.3381378,Clonberne,Ballinasloe,,Co. Galway
1617,The Wood,53.5238991,-7.3398499,Crookedwood,Mullingar,,Co. Westmeath
1618,The Castle Inn,53.4227173,-7.9426034,24 Governey Place,Carlow,,Co. Carlow
1619,The Castle Inn,53.4227173,-7.9426034,99 South Main Street,Cork,,Co. Cork
1620,The Castle Inn,53.4227173,-7.9426034,Eleven Ballyboes,Green Castel,,Co. Donegal
1621,The Castle Inn,53.4227173,-7.9426034,Castlemaine,,,Co. Kerry
1622,The Castle Inn,53.4227173,-7.9426034,Castledermot,,,Co. Kildare
1623,The Castle Inn,53.4227173,-7.9426034,Carbury,,,Co. Kildare
1624,The Castle Inn,53.4227173,-7.9426034,Newtownforbes,,,Co. Longford
1625,The Castle Inn,53.4227173,-7.9426034,Castle Street,Castlebar,,Co. Mayo
1626,The Castle Inn,53.4227173,-7.9426034,1-2 Main Street,Athlone,,Co. Westmeath
1627,The Castle Inn,53.4227173,-7.9426034,Bridge House,Newcastle,,Co. Wicklow
1628,Prince Of Wales Hotel,53.4238095,-7.938434,Church Street,Athlone,,Co. Westmeath
1629,Carey's Bar,53.4232981,-7.9349523,47/48 Irishtown,Clonmel,,Co. Tipperary
1630,Carey's Bar,53.4232981,-7.9349523,38 Mardyke Street,Athlone,,Co. Westmeath
1631,The Lough Ree Inn,53.4652635,-7.9289039,Coosan Point,Athlone,,Co. Westmeath
1632,Gaffneys,53.6125653,-7.0917224,Main Street,Delvin,,Co. Westmeath
1633,Clarkes Bar,53.523929,-7.3485135,Patrick Street,Mullingar,,Co. Westmeath
1634,Mcnamaras,53.367719,-7.495846,21 Main Street,Kilbeggan,,Co. Westmeath
1635,Mchughs,53.6112507,-7.0938847,Main Street,Delvin,,Co. Westmeath
1636,Shines Bar,53.4230229,-7.9713273,Baylough,Athlone,,Co. Westmeath
1637,Locke's Distillery,53.3692952,-7.5028197,Kilbeggan,,,Co. Westmeath
1638,Bonne Bouche/harveys,53.423522,-7.9389919,Church Street/llyods Lane,Athlone,,Co. Westmeath
1639,The Gap House,53.3964483,-7.7277332,Church Street,Moate,,Co. Westmeath
1640,The Lough Lene Inn,53.6476563,-7.2116447,Collinstown,,,Co. Westmeath
