ID,name,lat,long,address_1,address_2,address_3,county
6933,Supervalu,51.9049128,-8.9588973,Skehard Road,Blackrock,Cork,Co. Cork
6934,Supervalu,51.9049128,-8.9588973,Old Youghal Road,Cork,,Co. Cork
6935,Supervalu,51.9049128,-8.9588973,Donegal Shopping Centre,Glebe,Donegal Town,Co. Donegal
6936,Supervalu,51.9049128,-8.9588973,Blackrock,,,Co. Dublin
6937,Supervalu,51.9049128,-8.9588973,Junction Of Knocklyon Road And,Scholarstown Road,Templeogue,Co. Dublin
6938,Supervalu,51.9049128,-8.9588973,Ballinteer Avenue,Dundrum,,Co. Dublin
6939,Supervalu,51.9049128,-8.9588973,Station Road,Lusk,,Co. Dublin
6940,Supervalu,51.9049128,-8.9588973,Main Street,Newcastle,,Co. Dublin
6941,Supervalu,51.9049128,-8.9588973,Cearnog Nua,Moycullen,,Co. Galway
6942,Supervalu,51.9049128,-8.9588973,Market Street,Clifden,,Co. Galway
6943,Supervalu,51.9049128,-8.9588973,Orantown Centre,Oranmore,,Co. Galway
6944,Supervalu,51.9049128,-8.9588973,Iveragh Road,Killorglin,,Co. Kerry
6945,Supervalu,51.9049128,-8.9588973,River Forest Shopping Centre,Captains Hill,Leixlip,Co. Kildare
6946,Supervalu,51.9049128,-8.9588973,Millstream Shopping Centre,Rathangan Road,Monasterevin,Co. Kildare
6947,Supervalu,51.9049128,-8.9588973,Dublin Road,Celbridge,,Co. Kildare
6948,Supervalu,51.9049128,-8.9588973,Kilkenny,,,Co. Kilkenny
6949,Supervalu,51.9049128,-8.9588973,Cloughbrody,Thomastown,,Co. Kilkenny
6950,Supervalu,51.9049128,-8.9588973,Arlington Shopping Centre,Portarlington,,Co. Laois
6951,Supervalu,51.9049128,-8.9588973,Anchor Unit,Parkside,"Abbeyleix Road, Portlaoise",Co. Laois
6952,Supervalu,51.9049128,-8.9588973,Castletroy Shopping Centre,Newcastle,,Co. Limerick
6953,Supervalu,51.9049128,-8.9588973,Ardnaree,Ballina,,Co. Mayo
6954,Supervalu,51.9049128,-8.9588973,Haggard Street,Trim,,Co. Meath
6955,Supervalu,51.9049128,-8.9588973,New Kells Shopping Centre,Kells,,Co. Meath
6956,Supervalu,51.9049128,-8.9588973,Unit 18 Ashbourne Town Centre,Ashbourne,,Co. Meath
6957,Supervalu,51.9049128,-8.9588973,Main Street,Carrickmacross,,Co. Monaghan
6958,Supervalu,51.9049128,-8.9588973,Fermanagh Street,Clones,,Co. Monaghan
6959,Supervalu,51.9049128,-8.9588973,The Poppyfields Centre,Ballingarrane,Clonmel,Co. Tipperary
6960,Supervalu,51.9049128,-8.9588973,Inner Road/tramore Road,Kilbarry,Waterford,Co. Waterford
6961,Supervalu,51.9049128,-8.9588973,Cornamagh,Ballymahon Road,Athlone,Co. Westmeath
6962,Supervalu,51.9049128,-8.9588973,Wellingtonbridge,,,Co. Wexford
6963,Supervalu,51.9049128,-8.9588973,Charlesland Shopping Centre,Charlesland Newcastle,,Co. Wicklow
6964,Supervalu,51.9049128,-8.9588973,Castle Street,Bray,,Co. Wicklow
6965,Supervalu,51.9049128,-8.9588973,Firhouse,,,Dublin City
6966,Supervalu,51.9049128,-8.9588973,Rowlagh Village Centre,Neilstown Road,Clondalkin,Dublin City
6967,Supervalu,51.9049128,-8.9588973,Basement Ground Floor And Portion Of,"First Floor 32,34,36 Ranelagh And",Rear Of 38 Ranelagh,Dublin City
6968,Supervalu,51.9049128,-8.9588973,Superquinn Shopping Centre,Sundrive Road,Kimmage,Dublin City
6969,Supervalu,51.9049128,-8.9588973,49 The Chandler,"Unit 4 And Unit 5 (part Thereof), Ashtown Square",Rathborne Village,Dublin City
6970,Supervalu,51.9049128,-8.9588973,Ballygall Road West\mckee Avenue,Finglas,,Dublin City
6971,Supervalu,51.9049128,-8.9588973,4/7 Howth Road,Sutton Cross,,Dublin City
6972,Supervalu,51.9049128,-8.9588973,Main Street,Blanchardstown,,Dublin City
6973,Supervalu,51.9049128,-8.9588973,51 Northside Shopping Centre,Oscar Traynor Road,,Dublin City
6974,Supervalu,51.9049128,-8.9588973,"Part Of First Floor 13 Orwell Road, Rear 11 Orwell Road","44 And 45 Highfield Road, Rear 46 And 47 Highfield Road",Rathgar,Dublin City
6975,Supervalu,51.9049128,-8.9588973,Ground Floor And Basement Level,"Block 9a, 9b And 9c, Heuston South Quarter",St Johns Road West,Dublin City
6976,Supervalu,51.9049128,-8.9588973,232 North Circular Road,,,Dublin City
6977,Ma Dulleas,51.8922982,-8.4748327,37 Tower Street,Cork,,Co. Cork
6978,Mccarthys Bar,51.6517808,-9.9103076,The Square,Castletownbere,,Co. Cork
6979,The Bridge House,51.7215349,-9.4377739,Main Street,Knightstreet,Ballingarry,Co. Limerick
6980,The Bridge House,51.7215349,-9.4377739,Enfield,,,Co. Meath
6981,The Bridge House,51.7215349,-9.4377739,Athleague,,,Co. Roscommon
6982,The Bridge House,51.7215349,-9.4377739,Golden,,,Co. Tipperary
6983,Charlies Bar,51.8970172,-8.4666931,2 Union Quay,Cork,,Co. Cork
6984,Electric,53.3247181,-6.3652209,24/26/28/32/36/38/40/42,Upper Abbeygate Street,Galway,Co. Galway
6985,Brooklands Bar,51.8982677,-8.1666795,Ballinacurra,Midleton,,Co. Cork
6986,Castlemore Arms,51.8595974,-8.7997856,Farnanes,,,Co. Cork
6987,Nealums,29.7626451,-95.3623608,Main Street,Dunmanway,,Co. Cork
6988,The Belle Vue Bar,51.9069138,-8.4611811,174-175 Old Youghal Road,Cork,,Co. Cork
6989,Butler's Minane Bridge Bar,51.7622214,-8.3713166,Minane Bridge,,,Co. Cork
6990,Frankfield House,51.8701304,-8.4664302,Frankfield,Douglas,,Co. Cork
6991,The Anchor Bar,51.9553683,-7.8483598,Main Street,Liscannor,,Co. Clare
6992,The Anchor Bar,51.9553683,-7.8483598,14 East Hill,Cobh,,Co. Cork
6993,The Anchor Bar,51.9553683,-7.8483598,O'neill Crowley Street (browne Street),Youghal,,Co. Cork
6994,The Anchor Bar,51.9553683,-7.8483598,New Street,Bantry,,Co. Cork
6995,The Anchor Bar,51.9553683,-7.8483598,14 Upper Main Street,Buncrana,Lifford,Co. Donegal
6996,The Anchor Bar,51.9553683,-7.8483598,Chapel Street,Tarbert,,Co. Kerry
6997,The Anchor Bar,51.9553683,-7.8483598,Tholsel Street,Carlingford,,Co. Louth
6998,The Anchor Bar,51.9553683,-7.8483598,Davitts Quay,Dungarvan,,Co. Waterford
6999,The Fields Bar,51.7273569,-8.5890676,Dunderrow,Kinsale,,Co. Cork
7000,The Fields Bar,51.7273569,-8.5890676,Old Church Street,Athenry,,Co. Galway
7001,Market Lane,51.898388,-8.468106,5 And 6 Oliver Plunkett Street,Cork,,Co. Cork
7002,Devonshire Arms Hotel,51.9497489,-7.8436869,Friar Street,Youghal,,Co. Cork
7003,The Doheny Bar,51.7191644,-9.1136675,West Green,Dunmanway,,Co. Cork
7004,Dinty's,51.5578767,-9.1418936,Union Hall,Skibbereen,,Co. Cork
7005,Rob Roy Bar,51.8504912,-8.2947082,2-3 Pearse Square,Cobh,,Co. Cork
7006,Shortens Bar,51.8504101,-9.2475355,Dromanallig,Ballingeary,,Co. Cork
7007,The Ramble Inn,51.8040918,-8.5705489,Baldwin Street,Mitchelstown,,Co. Cork
7008,The Ramble Inn,51.8040918,-8.5705489,Half-way,Ballinhassig,,Co. Cork
7009,The Ramble Inn,51.8040918,-8.5705489,Ballycanew,Gorey,,Co. Wexford
7010,The Ramble Inn,51.8040918,-8.5705489,145/147 Killester Avenue,,,Dublin City
7011,Old Halfway House,52.0179664,-8.589365,Rathduff,Grenagh,,Co. Cork
7012,The Welcome Inn,52.2336441,-8.6702299,Crookhaven,Skibbereen,,Co. Cork
7013,The Welcome Inn,52.2336441,-8.6702299,1 O'rahilly Street,Cobh,,Co. Cork
7014,The Welcome Inn,52.2336441,-8.6702299,24 Parnell Place,Cork,,Co. Cork
7015,The Welcome Inn,52.2336441,-8.6702299,8 Market Square,Portlaoise,,Co. Laois
7016,The Welcome Inn,52.2336441,-8.6702299,Carricknabrac,Drumshanbo,,Co. Leitrim
7017,The Welcome Inn,52.2336441,-8.6702299,Mitchelstowndown East,Knocklong,Kilmallock,Co. Limerick
7018,The Welcome Inn,52.2336441,-8.6702299,The Welcome Inn,Boherwilliam,Cappagh,Co. Waterford
7019,The Spaniard Inn,51.7050153,-8.5168716,Scilly,Kinsale,,Co. Cork
7020,The Greyhound Bar,51.9047115,-8.9569463,Main Street,Macroom,,Co. Cork
7021,The Greyhound Bar,51.9047115,-8.9569463,East Green,Dunmanway,,Co. Cork
7022,The Greyhound Bar,51.9047115,-8.9569463,Main Street,Duleek,,Co. Meath
7023,Millbrook Bar,51.6526718,-9.90804,East End,Castletownbere,,Co. Cork
7024,O'driscoll's,51.7132009,-8.6262475,Ballinadee,,,Co. Cork
7025,The Castle Inn,51.8982243,-8.4773716,24 Governey Place,Carlow,,Co. Carlow
7026,The Castle Inn,51.8982243,-8.4773716,99 South Main Street,Cork,,Co. Cork
7027,The Castle Inn,51.8982243,-8.4773716,Eleven Ballyboes,Green Castel,,Co. Donegal
7028,The Castle Inn,51.8982243,-8.4773716,Castlemaine,,,Co. Kerry
7029,The Castle Inn,51.8982243,-8.4773716,Castledermot,,,Co. Kildare
7030,The Castle Inn,51.8982243,-8.4773716,Carbury,,,Co. Kildare
7031,The Castle Inn,51.8982243,-8.4773716,Newtownforbes,,,Co. Longford
7032,The Castle Inn,51.8982243,-8.4773716,Castle Street,Castlebar,,Co. Mayo
7033,The Castle Inn,51.8982243,-8.4773716,1-2 Main Street,Athlone,,Co. Westmeath
7034,The Castle Inn,51.8982243,-8.4773716,Bridge House,Newcastle,,Co. Wicklow
7035,The Four Winds,51.7372513,-8.9319801,Ahiohill,Enniskeane,,Co. Cork
7036,O'shea's Bar,51.6935113,-9.9575064,Eyeries,Castletownbere,,Co. Cork
7037,O'shea's Bar,51.6935113,-9.9575064,6 Langford Street,Killorglin,,Co. Kerry
7038,O'shea's Bar,51.6935113,-9.9575064,Brandon,,,Co. Kerry
7039,Sea View Bar,51.6514954,-9.9103302,East End,Castletownbere,,Co. Cork
7040,New Inn Bar Leap,51.580747,-9.1438299,Skibbereen,,,Co. Cork
7041,The Rock Bar,52.2144625,-9.0014016,Threecastles,,,Co. Kilkenny
7042,The Lord Kingsale,51.7055639,-8.5235636,4 Main Street,Kinsale,,Co. Cork
7043,The Strand Bar,51.9525885,-8.6559502,Matehy,Vicarstown,Blarney,Co. Cork
7044,The Strand Bar,51.9525885,-8.6559502,Main Street,Rush,,Co. Dublin
7045,The Strand Bar,51.9525885,-8.6559502,Aughlasnole,Claddaghduff,,Co. Galway
7046,The Strand Bar,51.9525885,-8.6559502,Strand House,Strandhill,,Co. Sligo
7047,'donoghues,51.6515177,-9.9099332,The Square,Castletownbere,,Co. Cork
7048,The Castle Bar,51.7054855,-9.0304988,77 Rock Street,Tralee,,Co. Kerry
7049,The Castle Bar,51.7054855,-9.0304988,Seatown,Dundalk,,Co. Louth
7050,The Castle Bar,51.7054855,-9.0304988,Ferns,,,Co. Wexford
7051,Wild Atlantic Bar,51.687315,-9.666824,Trafrask,Beara,,Co. Cork
7052,The Fairfield Tavern,52.131936,-8.6454925,Knocknagree Village,Mallow,,Co. Cork
7053,Park Bar And Restaurant,52.177473,-8.906598,Church Street,Kanturk,,Co. Cork
7054,Nadd Pub,52.1305809,-8.8950005,Nadd,Lyre,Banteer,Co. Cork
7055,O'murchu's Bar,51.7208717,-9.1132517,Main Street,Dunmanway,,Co. Cork
7056,O'murchu's Bar,51.7208717,-9.1132517,Minane Bridge,,,Co. Cork
7057,O'murchu's Bar,51.7208717,-9.1132517,Main Street,Kenmare,,Co. Kerry
7058,O'riordans The Rockforest Bar,52.1716214,-8.4659019,The Square,Castletownroche,Mallow,Co. Cork
7059,The Schooner Tavern,51.830479,-8.013924,Main Street,Ballycotton,,Co. Cork
7060,Scanlons Bar,52.2140232,-9.0030815,Church Street,Newmarket,,Co. Cork
7061,Killumney Inn,51.8681674,-8.6588265,Killumney,Ovens,,Co. Cork
7062,The Castle Arms,52.171938,-8.4659421,Main Street,Castletownroche,Mallow,Co. Cork
7063,Farrell's,51.9397623,-7.8662026,Chapel Street,Ballyjamesduff,,Co. Cavan
7064,Farrell's,51.9397623,-7.8662026,Summerfield,Youghal,,Co. Cork
7065,The Montenotte Hotel,51.904643,-8.452009,Montenotte,Parish Of St. Anne Shandon,Cork,Co. Cork
7066,The Inniscarra Bar,51.8925955,-8.6235343,Inniscarra,,,Co. Cork
7067,Hickeys Bar,52.1052532,-8.6902163,Dromahane,Mallow,,Co. Cork
7068,Hickeys Bar,52.1052532,-8.6902163,Aherlamore,Aherla,,Co. Cork
7069,Quirkies Bar,51.8835935,-8.4824796,1 Pearse Square,Ballyphehane,Cork,Co. Cork
7070,Murphys Stores,51.652348,-9.908761,Castletownbere,,,Co. Cork
7071,Bodega Night,51.8996374,-8.4768487,"46, 47, 48 And 49 Cornmarket Street",Cork,,Co. Cork
7072,Vodoo Rooms,51.897305,-8.4741614,74 Oliver Plunkett Street,Cork,,Co. Cork
7073,The Castle Inn,52.227274,-8.6739041,24 Governey Place,Carlow,,Co. Carlow
7074,The Castle Inn,52.227274,-8.6739041,99 South Main Street,Cork,,Co. Cork
7075,The Castle Inn,52.227274,-8.6739041,Eleven Ballyboes,Green Castel,,Co. Donegal
7076,The Castle Inn,52.227274,-8.6739041,Castlemaine,,,Co. Kerry
7077,The Castle Inn,52.227274,-8.6739041,Castledermot,,,Co. Kildare
7078,The Castle Inn,52.227274,-8.6739041,Carbury,,,Co. Kildare
7079,The Castle Inn,52.227274,-8.6739041,Newtownforbes,,,Co. Longford
7080,The Castle Inn,52.227274,-8.6739041,Castle Street,Castlebar,,Co. Mayo
7081,The Castle Inn,52.227274,-8.6739041,1-2 Main Street,Athlone,,Co. Westmeath
7082,The Castle Inn,52.227274,-8.6739041,Bridge House,Newcastle,,Co. Wicklow
7083,John O'sullivans Public House,51.876126,-8.439698,Douglas West,Cork,,Co. Cork
7084,The Pink Elephant,51.645758,-8.683142,Sea House,Harbour View,Kilbrittain,Co. Cork
7085,The Pier House,51.6351092,-8.7103348,Courtmacsherry,,,Co. Cork
7086,The Pier House,51.6351092,-8.7103348,12 West Pier,Howth Harbour,Howth,Co. Dublin
7087,The Bosun Bar,51.849795,-8.331872,The Pier,Monkstown,,Co. Cork
7088,Rosies Bar,51.5627079,-9.4606182,Main Street,Carrigaline,,Co. Cork
7089,Rosies Bar,51.5627079,-9.4606182,Main Street,Ballydehob,,Co. Cork
7090,Maureen's,52.1366269,-8.6426882,29 O'brien Street,Mallow,,Co. Cork
7091,The Gables,51.8933447,-8.4701928,31/32 Douglas Street,Cork,,Co. Cork
7092,The Gables,51.8933447,-8.4701928,The Gables,Foxrock,,Dublin City
7093,O'leary's Bar,52.3554551,-8.6838981,62 Main Street,Charleville,,Co. Cork
7094,Eldon Hotel,51.5496584,-9.2697261,21-22 Bridge Street,Skibbereen,,Co. Cork
7095,Ryans Bar,51.8504947,-8.2949475,12 Roger Casement Square,Cobh,,Co. Cork
7096,Ryans Bar,51.8504947,-8.2949475,Society Street,Ballinasloe,,Co. Galway
7097,Ryans Bar,51.8504947,-8.2949475,Main Street,Kiltimagh,,Co. Mayo
7098,Grey Hound Bar,51.7064268,-8.5239896,Market Square,Kinsale,,Co. Cork
7099,Oscar Madison's,51.7052963,-8.5232776,7 Main Street,Kinsale,,Co. Cork
7100,Ovens Bar,51.8803202,-8.6557862,Ovens,,,Co. Cork
7101,The Stables,51.8121325,-8.3928103,Oliver Plunkett Street,Bandon,,Co. Cork
7102,Pad Joes,51.6437802,-8.7650858,Abbey Street,Timoleague,,Co. Cork
7103,Crane Lane Theatre,51.8977258,-8.4695839,Pheonix Street & 7 Pembroke Street,Cork,,Co. Cork
7104,The Dilly Dally Inn,51.8919135,-8.4716161,31 Quaker Road,Cork,,Co. Cork
7105,Fitzgeralds Vienna Woods Hotel,51.9117729,-8.4029528,Lotamore,Glanmire,,Co. Cork
7106,The Raven,51.898275,-8.477429,100 South Main Street And,2 And 3 Liberty Street,,Co. Cork
7107,The Welcome Inn,51.8984691,-8.4676041,Crookhaven,Skibbereen,,Co. Cork
7108,The Welcome Inn,51.8984691,-8.4676041,1 O'rahilly Street,Cobh,,Co. Cork
7109,The Welcome Inn,51.8984691,-8.4676041,24 Parnell Place,Cork,,Co. Cork
7110,The Welcome Inn,51.8984691,-8.4676041,8 Market Square,Portlaoise,,Co. Laois
7111,The Welcome Inn,51.8984691,-8.4676041,Carricknabrac,Drumshanbo,,Co. Leitrim
7112,The Welcome Inn,51.8984691,-8.4676041,Mitchelstowndown East,Knocklong,Kilmallock,Co. Limerick
7113,The Welcome Inn,51.8984691,-8.4676041,The Welcome Inn,Boherwilliam,Cappagh,Co. Waterford
7114,O'brien's Bar,51.5773147,-9.0328524,3 South Square,Rosscarbery,,Co. Cork
7115,Barrys Pub,51.9892636,-8.7443621,Donoughmore Cross,Donoughmore,,Co. Cork
7116,The Model Farm,51.8904765,-8.5385043,Edenhall,Model Farm Road,Cork,Co. Cork
7117,Ma Murphy's,51.6794278,-9.4508734,7 New Street,Bantry,Cork,Co. Cork
7118,The Cork Arms,51.9014469,-8.4689305,23 Mccurtain Street,Cork,,Co. Cork
7119,The Gaelic Bar,51.8129033,-8.3921271,Kilnagleary,Carrigaline,,Co. Cork
7120,The Gaelic Bar,51.8129033,-8.3921271,27 Patrick Street,Mountmellick,,Co. Laois
7121,The Gaelic Bar,51.8129033,-8.3921271,Molesworth Street,Daingean,,Co. Offaly
7122,The Old Mill,51.9896271,-8.7422122,Donoughmore,,,Co. Cork
7123,The Old Mill,51.9896271,-8.7422122,New Tipperary,Donoughmore,,Co. Cork
7124,The Old Mill,51.9896271,-8.7422122,New Street,Carrick On Suir,,Co. Tipperary
7125,The Old Mill,51.9896271,-8.7422122,Old Bawn,Tallaght,,Dublin City
7126,Buckleys Bar,51.8037942,-8.2970271,Central,Crosshaven,,Co. Cork
7127,Corkery's Bar,52.0598956,-9.5101119,Strand Street,Kanturk,,Co. Cork
7128,Corkery's Bar,52.0598956,-9.5101119,West End,Coomlegane Street,Millstreet,Co. Cork
7129,Corkery's Bar,52.0598956,-9.5101119,65 High Street,Killarney,,Co. Kerry
7130,The Gortroe Inn,52.1107877,-8.7831193,Gortroe,Lombardstown,,Co. Cork
7131,The Bay View Bar,51.5807224,-9.7036179,Kilcrohane,Bantry,,Co. Cork
7132,Fitzgerald's Bar,52.1389762,-8.6539164,Ballymagooly,Mallow,,Co. Cork
7133,The Old Reliable,51.9035565,-8.4777685,20 Shandon Street,Cork,,Co. Cork
7134,The Haven Bar,45.098045,-93.441323,Main Street,Kilavullen,Mallow,Co. Cork
7135,The Welcome Inn,51.8984691,-8.4676041,Crookhaven,Skibbereen,,Co. Cork
7136,The Welcome Inn,51.8984691,-8.4676041,1 O'rahilly Street,Cobh,,Co. Cork
7137,The Welcome Inn,51.8984691,-8.4676041,24 Parnell Place,Cork,,Co. Cork
7138,The Welcome Inn,51.8984691,-8.4676041,8 Market Square,Portlaoise,,Co. Laois
7139,The Welcome Inn,51.8984691,-8.4676041,Carricknabrac,Drumshanbo,,Co. Leitrim
7140,The Welcome Inn,51.8984691,-8.4676041,Mitchelstowndown East,Knocklong,Kilmallock,Co. Limerick
7141,The Welcome Inn,51.8984691,-8.4676041,The Welcome Inn,Boherwilliam,Cappagh,Co. Waterford
7142,Quinlan,51.7040189,-8.4781858,Knockduff,Meelin,Newmarket,Co. Cork
7143,North Gate Tavern,51.9014628,-8.4798594,62 Shandon Street And 36 North Mall,Cork,,Co. Cork
7144,Bob's Bar,52.1765581,-8.9090408,Percival Street,Kanturk,,Co. Cork
7145,Bob's Bar,52.1765581,-8.9090408,Durrow,,,Co. Laois
7146,Turners Cross Tavern,51.8871419,-8.4661999,1 Evergreen Road,Cork,,Co. Cork
7147,Granvilles Bar And Grill,51.9050784,-8.9607125,Castle Street,Macroom,,Co. Cork
7148,The Railway Inn,51.9205594,-8.1776268,Mill Road,Midleton,,Co. Cork
7149,The Railway Inn,51.9205594,-8.1776268,Baldwinstown,,,Co. Wexford
7150,Hally's Bar,51.9106866,-8.4745285,86 Great William O'brien Street,Cork,,Co. Cork
7151,An Teach Beag,51.914489,-8.1717354,Main Street,Loughrea,,Co. Galway
7152,An Teach Beag,51.914489,-8.1717354,27 The Mall,Tralee,,Co. Kerry
7153,The Skibbereen Eagle Bar,51.5006052,-9.2629614,Tragumna,Skibbereen,,Co. Cork
7154,O'murchu's Bar,51.7208717,-9.1132517,Main Street,Dunmanway,,Co. Cork
7155,O'murchu's Bar,51.7208717,-9.1132517,Minane Bridge,,,Co. Cork
7156,O'murchu's Bar,51.7208717,-9.1132517,Main Street,Kenmare,,Co. Kerry
7157,O'neills Bar,51.9208832,-8.1780204,Mill Road,Midleton,,Co. Cork
7158,O'neills Bar,51.9208832,-8.1780204,13 East End,Caherciveen,,Co. Kerry
7159,O'neills Bar,51.9208832,-8.1780204,The Mall,Sligo,,Co. Sligo
7160,Blackrock Castle,51.9002759,-8.4024426,Blackrock,Cork,,Co. Cork
7161,The Guileen Arms,51.7959833,-8.1955849,Guileen,Whitegate,,Co. Cork
7162,The Mountain Bar,51.888545,-8.4683738,Evergreen Road,Cork,,Co. Cork
7163,The Mountain Bar,51.888545,-8.4683738,Hayestown,,,Co. Wexford
7164,The Four Alls Pub,51.61245,-8.97402,Sams Cross,Tullincaskey West,Clonakilty,Co. Cork
7165,The Anglers Rest,53.359055,-6.3586481,Main Street,Ballyconnell,,Co. Cavan
7166,The Anglers Rest,53.359055,-6.3586481,Lackendarra,Kildinan,,Co. Cork
7167,The Anglers Rest,53.359055,-6.3586481,Tullycross,Renvyle,,Co. Galway
7168,The Anglers Rest,53.359055,-6.3586481,Oughterard,,,Co. Galway
7169,The Anglers Rest,53.359055,-6.3586481,Lower Main Street,Cappoquin,,Co. Waterford
7170,The Anglers Rest,53.359055,-6.3586481,Knockmaroon Hill,Chapelizod,,Dublin City
7171,Egans Bar Teach Mhic Aogain,52.1389762,-8.6539164,Liscarroll,Mallow,,Co. Cork
7172,O'donnell's,52.1860095,-8.3564809,Meenaneary,Carrick,,Co. Donegal
7173,Planet Entertainment Centre,51.9208507,-8.4797761,Commons Road/old Mallow Road,Kilnap,,Co. Cork
7174,O'riordans,51.9093055,-8.788252,Coachford,,,Co. Cork
7175,The Thatched Inn,51.8982492,-8.0437816,Ladysbridge,,,Co. Cork
7176,The Avondhu Bar,52.1403522,-8.2754838,5 Brian Boru Street,Fermoy,,Co. Cork
7177,Chambers,29.7691771,-94.6848633,Georges Street,Newport,,Co. Mayo
7178,Raymond O'mahony,51.747213,-8.738858,Emmett Row,Bandon,,Co. Cork
7179,Red Cove Inn,51.892915,-8.4039633,Ringmahon Road,Off Avenue De Rennes,"Mahon, Cork",Co. Cork
7180,The Leaping Salmon,51.8970571,-8.4156028,Blackrock Road,Blackrock,,Co. Cork
7181,Preachers,51.8975517,-8.4777326,21 Washington Street,Cork,,Co. Cork
7182,Redz,51.898351,-8.4781376,17 Liberty Street,Cork,,Co. Cork
7183,Deep South,51.8963026,-8.4750415,51 Grand Parade,,,Co. Cork
7184,Carry Out Blackpool,53.3491302,-6.2596894,1 O'connell Street,,,Co. Cork
7185,Creans Bar,52.1437703,-8.2767229,Oliver Plunkett Street,Oldcastle,,Co. Meath
7186,Bridge House Bar,52.1321454,-8.6410599,Ballydaheen,Mallow,,Co. Cork
7187,Bridge House Bar,52.1321454,-8.6410599,Fouremilewater,Ballymacarbry,Clonmel,Co. Waterford
7188,Bantry Bay Hotel,51.680347,-9.453994,Wolfe Tone Square,Bantry,,Co. Cork
7189,The Long Valley Bar,51.8982006,-8.4705684,Winthrop Street,Cork,,Co. Cork
7190,The Riverstown Inn,51.9284483,-8.3955602,Riverstown,Glanmire,,Co. Cork
7191,Sober Lane,51.8955039,-8.472911,"4a & 5, Sullivans Quay",Cork,,Co. Cork
7192,De Barra,51.6229317,-8.8889828,55/56 Pearse Street,Clonakilty,,Co. Cork
7193,Secrets,51.9035334,-8.472256,15 Leitrim Street,Cork,,Co. Cork
7194,The Hunters Rest,52.2636432,-8.269996,Upper Cork Street,Mitchelstown,,Co. Cork
7195,The Corner House,51.8117808,-8.39279,7 Coburg Street,Cork,,Co. Cork
7196,The Corner House,51.8117808,-8.39279,Shanballymore,Mallow,,Co. Cork
7197,The Corner House,51.8117808,-8.39279,Main Street,Carrigaline,Cork,Co. Cork
7198,The Corner House,51.8117808,-8.39279,Main Street,Ardara,,Co. Donegal
7199,The Corner House,51.8117808,-8.39279,"Shronedarragh, Barraduff",Headford,Killarney,Co. Kerry
7200,The Corner House,51.8117808,-8.39279,Patrick Street,Ballyragget,,Co. Kilkenny
7201,The Corner House,51.8117808,-8.39279,The Square,Rathdowney,,Co. Laois
7202,The Corner House,51.8117808,-8.39279,The Square,Dromcollogher,,Co. Limerick
7203,The Corner House,51.8117808,-8.39279,Carter Square,Belmullet,,Co. Mayo
7204,The Corner House,51.8117808,-8.39279,Bridge Street,Kilkelly,,Co. Mayo
7205,The Corner House,51.8117808,-8.39279,Ballygar,Roscommon,,Co. Roscommon
7206,The Corner House,51.8117808,-8.39279,Riverstown,,,Co. Sligo
7207,The Corner House,51.8117808,-8.39279,O'connell Street,Ballymote,,Co. Sligo
7208,The Corner House,51.8117808,-8.39279,Main Street,Cloughjordan,,Co. Tipperary
7209,The Corner House,51.8117808,-8.39279,Drangan,,,Co. Tipperary
7210,Horgans Bar,51.9016971,-8.4845348,55/56 Blarney Street,Cork,,Co. Cork
7211,The Grain Store,51.8651925,-8.0737361,Ballymaloe,Shanagarry,,Co. Cork
7212,Hennessy's,51.9519092,-7.8459418,Old Youghal Road And,Lower Mayfield Road,Cork,Co. Cork
7213,Hennessy's,51.9519092,-7.8459418,Main Street,Blessington,,Co. Wicklow
7214,The Bunratty Inn,51.5270378,-9.5477847,Upper Main Street,Schull,,Co. Cork
7215,The Poachers Inn,51.739425,-8.745157,New Road,Bandon,,Co. Cork
7216,The Shamrock Bar,51.8321681,-8.354085,Shanbally,Ringaskiddy,,Co. Cork
7217,The Shamrock Bar,51.8321681,-8.354085,The Square,Claremorris,,Co. Mayo
7218,The Shamrock Bar,51.8321681,-8.354085,Cremartin,Castleblayney,,Co. Monaghan
7219,The Anchor Bar,51.8521944,-8.2820902,Main Street,Liscannor,,Co. Clare
7220,The Anchor Bar,51.8521944,-8.2820902,14 East Hill,Cobh,,Co. Cork
7221,The Anchor Bar,51.8521944,-8.2820902,O'neill Crowley Street (browne Street),Youghal,,Co. Cork
7222,The Anchor Bar,51.8521944,-8.2820902,New Street,Bantry,,Co. Cork
7223,The Anchor Bar,51.8521944,-8.2820902,14 Upper Main Street,Buncrana,Lifford,Co. Donegal
7224,The Anchor Bar,51.8521944,-8.2820902,Chapel Street,Tarbert,,Co. Kerry
7225,The Anchor Bar,51.8521944,-8.2820902,Tholsel Street,Carlingford,,Co. Louth
7226,The Anchor Bar,51.8521944,-8.2820902,Davitts Quay,Dungarvan,,Co. Waterford
7227,Abbey Bar Rosscarbery,51.5773742,-9.0315905,Church Street,Roscarbery,,Co. Cork
7228,The Paps Bar,52.1216599,-9.2084642,Knocknagree,Mallow,,Co. Cork
7229,The Old Oak,51.8981286,-8.4700231,"113, 114 & 115 Oliver Plunkett Street","11, 11a, 12 & 13 Caroline Street And","1, 2 And 6, Winthrop Street",Co. Cork
7230,The Old Oak,51.8981286,-8.4700231,Hollymount,Claremorris,,Co. Mayo
7231,The Abbey Bar,52.0889675,-8.2341423,Railway Road,Cavan,,Co. Cavan
